assessment_date	point_code	type	is_present	no_habitat	assessment_source	inaccessible	not_measurable	change_location	db_ref
18519	8846645_1	22	0	NA	field assessment	NA	NA	0	8846645
18520	1223473_1	22	1	0	field assessment	NA	NA	0	1223473
18520	88117_1	15	1	0	field assessment	NA	NA	0	88117
18520	927797_1	19	0	NA	field assessment	NA	NA	0	927797
18521	215665_1	14	1	0	field assessment	NA	NA	0	215665
18521	232049_1	14	0	NA	field assessment	NA	NA	0	232049
18521	240433_1	19	1	0	field assessment	NA	NA	0	240433
18521	477809_1	14	1	0	field assessment	NA	NA	0	477809
18521	681777_1	14	0	NA	field assessment	NA	NA	0	681777
18522	1036465_1	19	1	0	field assessment	NA	NA	0	1036465
18522	250033_1	19	1	0	field assessment	NA	NA	0	250033
18522	512177_1	19	1	0	field assessment	NA	NA	0	512177
18522	782513_1	19	1	0	field assessment	NA	NA	0	782513
18526	1172657_1	19	1	0	field assessment	NA	NA	0	1172657
18526	255153_1	19	1	0	field assessment	NA	NA	0	255153
18526	386225_1	19	1	0	field assessment	NA	NA	0	386225
18526	42161_1	19	1	0	field assessment	NA	NA	0	42161
18527	151729_1	15	1	0	field assessment	NA	NA	0	151729
18527	300209_1	14	1	0	field assessment	NA	NA	0	300209
18527	562353_1	17	1	0	field assessment	NA	NA	0	562353
18527	664753_1	19	1	0	field assessment	NA	NA	0	664753
18527	87217_1	17	1	0	field assessment	NA	NA	0	87217
18528	11335857_1	22	0	NA	field assessment	NA	NA	0	11335857
18528	1830705_1	23	0	NA	field assessment	NA	NA	0	1830705
18528	309425_1	15	0	NA	field assessment	NA	NA	0	309425
18528	6420657_1	22	0	NA	field assessment	NA	NA	0	6420657
18529	1465330_1	82	1	0	field assessment	NA	NA	1	NA
18529	4512754_1	82	0	NA	field assessment	NA	NA	1	NA
18529	4765682_1	82	0	NA	field assessment	NA	NA	0	4765682
18529	4765682_2	82	1	0	field assessment	NA	NA	1	4765682
18530	567473_1	19	1	0	field assessment	NA	NA	0	567473
18530	616625_1	19	1	0	field assessment	NA	NA	0	616625
18530	631985_1	19	1	0	field assessment	NA	NA	0	631985
18530	648369_1	19	1	0	field assessment	NA	NA	0	648369
18533	165301_1	17	0	NA	field assessment	NA	NA	0	165301
18533	165681_1	15	0	NA	field assessment	NA	NA	0	165681
18533	249649_1	12	0	NA	field assessment	NA	NA	0	249649
18533	249649_2	17	1	0	field assessment	NA	NA	0	249649
18533	511793_1	17	1	0	field assessment	NA	NA	0	511793
18533	574901_1	19	1	0	field assessment	NA	NA	0	574901
18534	2874037_1	23	0	NA	field assessment	NA	NA	0	2874037
18534	3319506_1	82	1	0	field assessment	NA	NA	0	3319506
18534	3450578_1	82	1	0	field assessment	NA	NA	0	3450578
18534	395957_1	12	1	0	field assessment	NA	NA	0	395957
18534	4613842_1	82	1	0	field assessment	NA	NA	0	4613842
18535	1265717_1	19	0	NA	field assessment	NA	NA	0	1265717
18535	217141_1	19	0	NA	field assessment	NA	NA	0	217141
18536	1802206_1	50	0	NA	field assessment	NA	NA	0	1802206
18536	1944110_1	50	0	NA	field assessment	NA	NA	0	1944110
18536	2042414_1	50	0	NA	field assessment	NA	NA	0	2042414
18543	2943734_1	55	0	NA	field assessment	NA	NA	0	2943734
18543	2943734_1	80	0	NA	field assessment	NA	NA	0	2943734
18543	2943734_2	80	1	0	field assessment	NA	NA	1	2943734
18543	4441846_1	82	0	NA	field assessment	NA	NA	0	4441846
18543	4441846_2	82	1	0	field assessment	NA	NA	1	4441846
18544	1951958_1	50	1	0	field assessment	NA	NA	0	1951958
18544	3367542_1	82	0	NA	field assessment	NA	NA	0	3367542
18544	3367542_2	82	1	0	field assessment	NA	NA	1	3367542
18544	3411958_1	80	0	NA	field assessment	NA	NA	0	3411958
18544	3411958_2	80	1	0	field assessment	NA	NA	1	3411958
18544	4416118_1	82	1	0	field assessment	NA	NA	0	4416118
18547	3185198_1	82	1	0	field assessment	NA	NA	0	3185198
18547	3447342_1	82	1	0	field assessment	NA	NA	0	3447342
18547	4495918_1	82	1	0	field assessment	NA	NA	0	4495918
18548	911617_1	49	0	NA	field assessment	NA	NA	0	911617
18548	911617_2	52	1	0	field assessment	NA	NA	1	911617
18549	1540082_1	82	0	NA	field assessment	NA	NA	0	1540082
18549	1540082_2	82	1	0	field assessment	NA	NA	1	1540082
18549	2977246_1	82	1	0	field assessment	NA	NA	0	2977246
18549	3223006_1	82	1	0	field assessment	NA	NA	0	3223006
18549	4013534_1	82	1	0	field assessment	NA	NA	0	4013534
18550	2018749_1	10	1	0	field assessment	NA	NA	0	2018749
18550	2805181_1	10	0	NA	field assessment	NA	NA	0	2805181
18550	2805181_2	10	1	0	field assessment	NA	NA	1	2805181
18550	2936253_1	10	1	0	field assessment	NA	NA	0	2936253
18550	3038653_1	10	0	NA	field assessment	NA	NA	0	3038653
18550	3067325_1	10	1	0	field assessment	NA	NA	0	3067325
18558	2454238_1	82	0	NA	field assessment	NA	NA	0	2454238
18558	2454238_2	82	1	0	field assessment	NA	NA	1	2454238
18558	3502814_1	82	0	NA	field assessment	NA	NA	0	3502814
18558	3502814_2	82	1	0	field assessment	NA	NA	1	3502814
18565	16177_2	15	0	NA	field assessment	NA	NA	0	16177
18628	21766226_1	45	0	NA	orthophoto	NA	NA	0	21766226
18628	4495954_1	82	0	NA	orthophoto	NA	NA	0	4495954
18628	5035506_1	45	0	NA	orthophoto	NA	NA	0	5035506
18628	7196146_1	45	0	NA	orthophoto	NA	NA	0	7196146
18628	7907826_1	45	0	NA	orthophoto	NA	NA	0	7907826
18628	8373586_1	45	0	NA	orthophoto	NA	NA	0	8373586
18628	8416594_1	45	0	NA	orthophoto	NA	NA	0	8416594
18726	41209_1	95	0	NA	field assessment	NA	NA	0	NA
18726	41209_2	95	1	0	field assessment	NA	NA	0	NA
18726	45305_1	95	1	0	field assessment	NA	NA	0	NA
18733	34361_1	95	0	NA	field assessment	NA	NA	0	NA
18733	34361_2	95	1	0	field assessment	NA	NA	0	NA
18738	735033_1	103	1	0	field assessment	NA	NA	0	NA
18750	364262_1	92	1	0	field assessment	NA	NA	0	NA
18752	306870_1	106	0	NA	field assessment	NA	NA	0	NA
18752	527030_1	106	0	NA	field assessment	NA	NA	0	NA
18758	55734_1	105	1	0	field assessment	NA	NA	0	NA
18765	137042_1	106	NA	NA	NA	NA	short term	0	NA
18765	349906_1	106	0	NA	field assessment	NA	NA	0	NA
18765	404306_1	99	1	0	field assessment	NA	NA	0	NA
18766	270966_1	106	0	NA	field assessment	NA	NA	0	NA
18766	337846_1	104	1	0	field assessment	NA	NA	0	NA
18766	738265_1	102	1	0	field assessment	NA	NA	0	NA
18766	760793_1	103	NA	NA	NA	long term	NA	0	NA
18766	797785_1	103	NA	NA	NA	long term	NA	0	NA
18767	364729_1	103	NA	NA	NA	long term	NA	0	NA
18767	68790_1	104	1	0	field assessment	NA	NA	0	NA
18773	335990_1	106	0	NA	NA	long term	NA	0	NA
18773	347878_1	92	1	0	field assessment	NA	NA	0	NA
18773	83318_1	104	0	NA	field assessment	NA	NA	0	NA
18774	364822_1	99	1	0	field assessment	NA	NA	0	NA
18774	544086_1	92	1	0	field assessment	NA	NA	0	NA
18774	58198_1	104	0	NA	field assessment	NA	NA	0	NA
18774	71478_1	104	1	0	field assessment	NA	NA	0	NA
18775	68601_1	95	1	0	field assessment	NA	NA	0	NA
18775	80662_1	95	1	0	field assessment	NA	NA	0	NA
18778	227286_1	99	1	0	field assessment	NA	NA	0	NA
18778	267222_1	99	1	0	field assessment	NA	NA	0	NA
18779	112286_1	106	0	NA	field assessment	NA	NA	0	NA
18779	187382_1	99	1	0	field assessment	NA	NA	0	NA
18779	32214_1	99	1	0	field assessment	NA	NA	0	NA
18801	193206_1	99	1	0	field assessment	NA	NA	0	NA
18801	697062_1	99	1	0	field assessment	NA	NA	0	NA
18814	1950913_1	49	1	0	field assessment	NA	NA	0	1950913
18814	36790_1	52	1	0	field assessment	NA	NA	0	36790
18814	65281_1	52	1	0	field assessment	NA	NA	0	65281
18814	66486_1	50	1	0	field assessment	NA	NA	0	66486
18815	1012434_1	80	0	NA	field assessment	NA	NA	0	1012434
18815	1012434_2	80	1	0	field assessment	NA	NA	1	1012434
18815	2435666_1	55	1	0	field assessment	NA	NA	0	2435666
18816	362770_1	80	0	1	field assessment	NA	NA	0	362770
18816	470546_1	49	1	0	field assessment	NA	NA	0	470546
18816	510070_1	80	0	1	field assessment	NA	NA	0	510070
18816	638582_1	50	0	NA	field assessment	NA	NA	0	638582
18816	638582_2	50	1	0	field assessment	NA	NA	1	638582
18820	3428530_1	53	0	NA	field assessment	NA	NA	0	3428530
18820	3428530_2	53	1	0	field assessment	NA	NA	1	3428530
18822	100465_1	14	0	NA	field assessment	NA	NA	0	100465
18822	100465_2	14	1	0	field assessment	NA	NA	1	100465
18822	1124465_1	14	0	NA	field assessment	NA	NA	0	1124465
18822	1124465_2	14	1	0	field assessment	NA	NA	1	1124465
18822	1386609_1	14	0	1	field assessment	NA	NA	0	1386609
18822	2173041_1	14	0	NA	field assessment	NA	NA	0	2173041
18822	2173041_2	14	1	0	field assessment	NA	NA	1	2173041
18823	201905_1	15	0	NA	field assessment	NA	NA	0	201905
18823	201905_2	15	1	0	field assessment	NA	NA	1	201905
18827	11457713_1	23	0	NA	field assessment	NA	NA	0	11457713
18827	11457713_2	22	1	0	field assessment	NA	NA	1	11457713
18827	234673_1	22	1	0	field assessment	NA	NA	0	234673
18827	300918_1	80	1	0	field assessment	NA	NA	0	300918
18827	555830_1	80	0	NA	field assessment	NA	NA	0	555830
18827	555830_2	80	1	0	field assessment	NA	NA	1	555830
18828	3069105_1	23	0	NA	field assessment	NA	NA	0	3069105
18828	3069105_2	22	1	0	field assessment	NA	NA	1	3069105
18828	3859846_1	55	0	NA	field assessment	NA	NA	0	3859846
18828	3859846_2	55	1	0	field assessment	NA	NA	1	3859846
18828	730758_1	50	1	0	field assessment	NA	NA	0	730758
18830	11080881_1	23	0	NA	field assessment	NA	NA	0	11080881
18830	11080881_2	22	1	0	field assessment	NA	NA	1	11080881
18834	413873_1	22	1	0	field assessment	NA	NA	0	413873
18834	414897_2	23	0	NA	field assessment	NA	NA	0	414897
18834	414897_3	23	1	0	field assessment	NA	NA	1	414897
18835	10048689_1	23	0	NA	field assessment	NA	NA	0	10048689
18835	10048689_2	22	1	0	field assessment	NA	NA	1	10048689
18835	236742_1	55	1	0	field assessment	NA	NA	0	236742
18835	2534662_1	55	0	NA	field assessment	NA	NA	0	2534662
18835	2534662_2	55	1	0	field assessment	NA	NA	1	2534662
18835	447665_1	15	0	NA	field assessment	NA	NA	0	447665
18835	447665_2	15	1	0	field assessment	NA	NA	1	447665
18836	600177_1	14	0	1	field assessment	NA	NA	0	600177
18836	75889_1	14	1	0	field assessment	NA	NA	0	75889
18837	20390_1	55	0	NA	field assessment	NA	NA	0	20390
18837	20390_2	55	1	0	field assessment	NA	NA	1	20390
18837	3864710_1	55	1	0	field assessment	NA	NA	0	3864710
18841	11413617_1	23	1	0	field assessment	NA	NA	0	11413617
18841	1149041_1	14	0	1	field assessment	NA	NA	0	1149041
18841	297073_1	14	1	0	field assessment	NA	NA	0	297073
18841	338033_2	14	1	0	field assessment	NA	NA	0	338033
18841	557494_1	89	1	0	field assessment	NA	NA	0	557494
18841	564278_1	80	0	1	field assessment	NA	NA	0	564278
18841	7219313_1	22	1	0	field assessment	NA	NA	0	7219313
18841	868790_1	80	0	1	field assessment	NA	NA	0	868790
18842	192305_2	17	0	NA	field assessment	NA	NA	0	192305
18842	192305_3	17	1	0	field assessment	NA	NA	1	192305
18842	388913_1	12	1	0	field assessment	NA	NA	0	388913
18842	438065_1	12	1	0	field assessment	NA	NA	0	438065
18842	454449_1	12	1	0	field assessment	NA	NA	0	454449
18842	5435185_1	17	1	0	field assessment	NA	NA	0	5435185
18842	5631793_1	17	1	0	field assessment	NA	NA	0	5631793
18842	5697329_1	17	1	0	field assessment	NA	NA	0	5697329
18842	6483761_1	15	1	0	field assessment	NA	NA	0	6483761
18842	716593_1	17	0	1	field assessment	NA	NA	0	716593
18843	1106097_1	14	1	0	field assessment	NA	NA	0	1106097
18843	1237169_1	14	1	0	field assessment	NA	NA	0	1237169
18843	1368241_1	14	1	0	field assessment	NA	NA	0	1368241
18843	1560753_1	14	1	0	field assessment	NA	NA	0	1560753
18843	1691825_1	14	1	0	field assessment	NA	NA	0	1691825
18843	188593_2	14	1	0	field assessment	NA	NA	0	188593
18843	319665_2	14	1	0	field assessment	NA	NA	0	319665
18843	57521_2	14	1	0	field assessment	NA	NA	0	57521
18843	581809_2	14	1	0	field assessment	NA	NA	0	581809
18844	1648753_1	14	1	0	field assessment	NA	NA	0	1648753
18844	1849238_1	55	0	NA	field assessment	NA	NA	0	1849238
18844	1849238_2	55	1	0	field assessment	NA	NA	1	1849238
18844	2394225_1	14	1	0	field assessment	NA	NA	0	2394225
18844	589109_1	17	1	0	field assessment	NA	NA	0	589109
18844	650549_1	17	1	0	field assessment	NA	NA	0	650549
18845	1308465_1	12	0	1	field assessment	NA	NA	0	1308465
18845	1570609_1	12	0	1	field assessment	NA	NA	0	1570609
18845	259889_2	12	0	NA	field assessment	NA	NA	0	259889
18845	259889_3	12	1	0	field assessment	NA	NA	1	259889
18848	136885_1	12	1	0	field assessment	NA	NA	0	136885
18848	159537_1	15	0	NA	field assessment	NA	NA	0	159537
18848	159537_2	15	1	0	field assessment	NA	NA	1	159537
18848	212277_1	15	1	0	field assessment	short term	NA	0	212277
18848	228661_1	15	1	0	field assessment	short term	NA	0	228661
18848	261429_2	17	1	0	field assessment	long term	NA	0	261429
18848	2741_1	12	1	0	field assessment	NA	NA	0	2741
18848	290609_1	15	1	0	field assessment	NA	NA	0	290609
18848	3436337_1	18	0	1	field assessment	NA	NA	0	3436337
18848	461493_1	12	1	0	field assessment	NA	NA	0	461493
18848	514741_1	12	1	0	field assessment	NA	NA	0	514741
18848	665653_1	17	1	0	field assessment	NA	NA	0	665653
18849	122673_1	12	1	0	field assessment	NA	NA	0	122673
18849	130865_1	15	0	NA	field assessment	NA	NA	0	130865
18849	130865_1	17	0	NA	field assessment	NA	NA	0	130865
18849	130865_2	17	1	0	field assessment	NA	NA	1	130865
18849	165301_2	15	1	0	field assessment	NA	NA	0	165301
18849	2033077_1	23	0	1	field assessment	NA	NA	0	2033077
18849	251317_2	15	1	0	field assessment	NA	NA	0	251317
18849	329841_1	15	0	NA	field assessment	NA	NA	0	329841
18849	329841_1	17	0	NA	field assessment	NA	NA	0	329841
18849	329841_2	17	1	0	field assessment	NA	NA	1	329841
18849	370101_1	12	0	NA	field assessment	NA	NA	0	370101
18849	370101_1	17	0	NA	field assessment	NA	NA	0	370101
18849	370101_2	17	1	0	field assessment	NA	NA	1	370101
18849	429873_1	15	1	0	field assessment	NA	NA	0	429873
18849	513461_1	12	1	0	field assessment	NA	NA	0	513461
18849	692017_2	17	1	0	field assessment	long term	NA	0	692017
18849	720689_1	17	1	0	field assessment	NA	NA	0	720689
18850	12401_1	12	1	0	field assessment	NA	NA	0	12401
18850	1795441_1	17	1	0	field assessment	NA	NA	0	1795441
18850	32681_1	101	1	0	field assessment	NA	NA	0	32681
18850	456817_1	12	1	0	field assessment	NA	NA	0	456817
18850	5262761_1	101	1	0	field assessment	NA	NA	0	5262761
18850	532849_1	12	0	NA	field assessment	NA	NA	0	532849
18850	532849_1	15	0	NA	field assessment	NA	NA	0	532849
18850	532849_2	12	1	0	field assessment	NA	NA	1	532849
18850	5874089_1	101	1	0	field assessment	NA	NA	0	5874089
18850	6389361_1	23	0	NA	field assessment	NA	NA	0	6389361
18850	6389361_2	23	1	0	field assessment	NA	NA	1	6389361
18850	6579569_1	18	1	0	field assessment	NA	NA	0	6579569
18851	11238709_1	23	0	1	field assessment	NA	NA	0	11238709
18851	1801525_1	23	0	1	field assessment	NA	NA	0	1801525
18851	359733_1	23	0	1	field assessment	NA	NA	0	359733
18851	3657129_1	101	1	0	field assessment	NA	NA	0	3657129
18851	4013365_1	23	1	0	field assessment	NA	NA	0	4013365
18851	4115881_1	101	1	0	field assessment	NA	NA	0	4115881
18851	4554037_1	23	0	1	field assessment	NA	NA	0	4554037
18851	458037_2	23	1	0	field assessment	NA	NA	0	458037
18851	5995829_1	23	0	1	field assessment	NA	NA	0	5995829
18851	6094133_1	23	1	0	field assessment	NA	NA	0	6094133
18851	6409641_1	101	1	0	field assessment	NA	NA	0	6409641
18851	6716841_1	101	1	0	field assessment	NA	NA	0	6716841
18851	7044405_1	23	0	1	field assessment	NA	NA	0	7044405
18851	7159093_1	23	1	0	field assessment	NA	NA	0	7159093
18851	7220533_1	23	0	NA	field assessment	NA	NA	0	7220533
18851	7220533_2	23	1	0	field assessment	NA	NA	1	7220533
18851	7421237_1	23	1	0	field assessment	NA	NA	0	7421237
18851	7728437_1	23	0	1	field assessment	NA	NA	0	7728437
18851	8207669_1	23	1	0	field assessment	NA	NA	0	8207669
18852	1896241_1	22	1	0	field assessment	NA	NA	0	1896241
18852	2993969_1	22	1	0	field assessment	NA	NA	0	2993969
18852	3043670_1	55	0	1	field assessment	NA	NA	0	3043670
18852	4779825_1	22	1	0	field assessment	NA	NA	0	4779825
18852	6139697_1	22	1	0	field assessment	NA	NA	0	6139697
18852	818374_1	55	1	0	field assessment	short term	NA	1	NA
18852	9760561_1	22	1	0	field assessment	NA	NA	0	9760561
18855	1378025_1	101	1	0	field assessment	NA	NA	0	1378025
18855	16177_1	17	1	0	field assessment	long term	NA	0	16177
18855	2227625_1	101	1	0	field assessment	NA	NA	0	2227625
18855	273969_1	17	1	0	field assessment	NA	NA	0	273969
18855	339505_1	12	1	0	field assessment	NA	NA	0	339505
18855	360241_1	12	1	0	field assessment	NA	NA	0	360241
18855	6225321_1	101	1	0	field assessment	NA	NA	0	6225321
18855	634417_1	12	0	NA	field assessment	NA	NA	0	634417
18855	634417_1	17	0	NA	field assessment	NA	NA	0	634417
18855	634417_2	12	1	0	field assessment	NA	NA	1	634417
18855	77361_1	17	1	0	field assessment	long term	NA	0	77361
18855	98097_1	17	1	0	field assessment	long term	NA	0	98097
18856	1117673_1	101	1	0	field assessment	NA	NA	0	1117673
18856	11825_2	17	1	0	field assessment	long term	NA	0	11825
18856	1254825_1	101	1	0	field assessment	NA	NA	0	1254825
18856	1466537_1	101	1	0	field assessment	NA	NA	0	1466537
18856	208433_2	15	1	0	field assessment	NA	NA	0	208433
18856	2441009_1	17	1	0	field assessment	NA	NA	0	2441009
18856	293041_1	15	1	0	field assessment	NA	NA	0	293041
18856	335337_1	101	1	0	field assessment	NA	NA	0	335337
18856	3668438_1	55	1	0	field assessment	NA	NA	0	3668438
18856	4206129_1	17	1	0	field assessment	NA	NA	0	4206129
18856	5123633_1	17	1	0	field assessment	NA	NA	0	5123633
18856	522710_1	55	1	0	field assessment	NA	NA	0	522710
18856	5521201_1	17	1	0	field assessment	NA	NA	0	5521201
18856	556849_1	17	1	0	field assessment	NA	NA	0	556849
18856	601649_1	17	0	NA	field assessment	NA	NA	0	601649
18856	601649_2	17	1	0	field assessment	NA	NA	1	601649
18856	648342_1	80	0	1	field assessment	NA	NA	0	648342
18856	840662_1	50	1	0	field assessment	short term	NA	0	840662
18856	958166_1	50	1	0	field assessment	NA	NA	0	958166
18857	1320361_1	101	1	0	field assessment	NA	NA	0	1320361
18857	1470454_1	82	1	0	field assessment	NA	NA	0	1470454
18857	147249_1	17	1	0	field assessment	NA	NA	0	147249
18857	1722089_1	101	1	0	field assessment	NA	NA	0	1722089
18857	243758_1	50	0	NA	field assessment	NA	NA	0	243758
18857	243758_2	50	1	0	field assessment	NA	NA	1	243758
18857	289513_1	101	1	0	field assessment	NA	NA	0	289513
18857	292585_1	101	1	0	field assessment	NA	NA	0	292585
18857	30897_1	15	1	0	field assessment	NA	NA	0	30897
18857	30897_2	17	1	0	field assessment	NA	NA	0	30897
18857	3550769_1	18	0	NA	field assessment	NA	NA	0	3550769
18857	3550769_2	18	1	0	field assessment	NA	NA	1	3550769
18857	3812913_1	18	0	NA	field assessment	NA	NA	0	3812913
18857	3812913_2	18	1	0	field assessment	NA	NA	1	3812913
18857	3878449_1	17	1	0	field assessment	NA	NA	0	3878449
18857	4225201_1	17	1	0	field assessment	NA	NA	0	4225201
18857	6322353_1	17	1	0	field assessment	NA	NA	0	6322353
18857	954537_1	101	1	0	field assessment	NA	NA	0	954537
18858	1305334_1	55	0	NA	field assessment	NA	NA	0	1305334
18858	1305334_2	55	1	0	field assessment	NA	NA	1	1305334
18858	144561_1	15	1	0	field assessment	NA	NA	0	144561
18858	186545_1	17	1	0	field assessment	NA	NA	0	186545
18858	2643702_1	55	0	NA	field assessment	NA	NA	0	2643702
18858	2643702_2	55	1	0	field assessment	NA	NA	1	2643702
18858	317617_1	17	1	0	field assessment	NA	NA	0	317617
18858	448689_1	17	1	0	field assessment	NA	NA	0	448689
18858	451761_1	15	1	0	field assessment	NA	NA	0	451761
18858	514225_1	17	1	0	field assessment	NA	NA	0	514225
18858	55473_1	17	1	0	field assessment	NA	NA	0	55473
18858	696454_1	49	0	1	field assessment	NA	NA	0	696454
18858	696454_1	55	0	1	field assessment	NA	NA	0	696454
18859	142897_1	17	1	0	field assessment	long term	NA	0	142897
18859	3438769_1	17	1	0	field assessment	NA	NA	0	3438769
18859	405041_1	17	1	0	field assessment	NA	NA	0	405041
18859	606001_1	17	1	0	field assessment	NA	NA	0	606001
18859	667185_1	17	1	0	field assessment	NA	NA	0	667185
18859	81713_2	15	1	0	field assessment	NA	NA	0	81713
18861	3227441_1	17	1	0	field assessment	NA	NA	0	3227441
18861	5647921_1	17	1	0	field assessment	NA	NA	0	5647921
18862	1407153_1	17	1	0	field assessment	NA	NA	0	1407153
18862	399281_1	12	0	NA	field assessment	NA	NA	0	399281
18862	399281_1	15	0	NA	field assessment	NA	NA	0	399281
18862	399281_2	12	1	0	field assessment	NA	NA	1	399281
18862	5904305_1	15	1	0	field assessment	NA	NA	0	5904305
18862	6373169_1	17	1	0	field assessment	NA	NA	0	6373169
18862	6952881_1	17	1	0	field assessment	NA	NA	0	6952881
18862	7108785_1	15	1	0	field assessment	NA	NA	0	7108785
18862	96433_1	12	0	NA	field assessment	NA	NA	0	96433
18862	96433_2	12	1	0	field assessment	NA	NA	1	96433
18863	140465_1	17	1	0	field assessment	NA	NA	0	140465
18863	169137_1	12	0	NA	field assessment	NA	NA	0	169137
18863	169137_1	17	0	NA	field assessment	NA	NA	0	169137
18863	169137_3	17	1	0	field assessment	NA	NA	1	169137
18863	25777_1	12	0	NA	field assessment	NA	NA	0	25777
18863	25777_2	12	1	0	field assessment	NA	NA	1	25777
18863	2902665_1	55	0	NA	field assessment	NA	NA	0	2902665
18863	2902665_2	55	1	0	field assessment	NA	NA	1	2902665
18863	402609_1	17	0	NA	field assessment	NA	NA	0	402609
18863	402609_2	17	1	0	field assessment	NA	NA	1	402609
18863	431281_1	12	1	0	field assessment	NA	NA	0	431281
18864	153777_1	17	1	0	field assessment	NA	NA	0	153777
18864	194737_1	17	1	0	field assessment	NA	NA	0	194737
18864	309425_2	15	1	0	field assessment	NA	NA	0	309425
18864	415921_1	17	0	NA	field assessment	NA	NA	0	415921
18864	415921_2	17	1	0	field assessment	NA	NA	1	415921
18864	456881_1	15	0	NA	field assessment	NA	NA	0	456881
18864	456881_1	17	0	NA	field assessment	NA	NA	0	456881
18864	456881_2	17	1	0	field assessment	NA	NA	1	456881
18864	678065_1	17	1	0	field assessment	NA	NA	0	678065
18865	1616049_1	17	1	0	field assessment	NA	NA	0	1616049
18865	304305_1	17	0	NA	field assessment	NA	NA	0	304305
18865	304305_2	17	1	0	field assessment	NA	NA	1	304305
18865	305329_1	12	1	0	field assessment	NA	NA	0	305329
18865	337073_1	17	1	0	field assessment	NA	NA	0	337073
18865	43185_1	19	1	0	field assessment	NA	NA	0	43185
18865	74929_1	19	1	0	field assessment	NA	NA	0	74929
18865	8250545_1	23	0	1	field assessment	NA	NA	0	8250545
18866	11686065_1	23	1	0	field assessment	NA	NA	0	11686065
18866	1807537_1	18	1	0	field assessment	NA	NA	0	1807537
18866	1938609_1	22	1	0	field assessment	NA	NA	0	1938609
18866	2987185_1	23	1	0	field assessment	NA	NA	0	2987185
18866	4608177_1	22	1	0	field assessment	NA	NA	0	4608177
18870	10327217_1	23	0	NA	field assessment	NA	NA	0	10327217
18870	10327217_2	23	1	0	field assessment	NA	NA	1	10327217
18870	11375793_1	23	0	NA	field assessment	NA	NA	0	11375793
18870	11375793_2	23	1	0	field assessment	NA	NA	1	11375793
18870	1266865_1	23	1	0	field assessment	NA	NA	0	1266865
18870	677041_1	23	1	0	field assessment	NA	NA	0	677041
18873	3495089_1	18	0	NA	field assessment	NA	NA	0	3495089
18873	3495089_2	18	1	0	field assessment	NA	NA	1	3495089
18873	8754353_1	23	0	NA	field assessment	NA	NA	0	8754353
18873	8754353_2	23	1	0	field assessment	NA	NA	1	8754353
18877	5838001_1	18	0	NA	field assessment	NA	NA	0	5838001
18877	5838001_2	18	1	0	field assessment	NA	NA	1	5838001
18877	6001841_1	18	1	0	field assessment	NA	NA	0	6001841
18878	282801_1	15	0	NA	field assessment	NA	NA	0	282801
18878	282801_2	15	1	0	field assessment	NA	NA	1	282801
18879	3740849_1	18	0	NA	field assessment	NA	NA	0	3740849
18879	3740849_2	18	1	0	field assessment	NA	NA	1	3740849
18879	7237425_1	17	1	0	field assessment	NA	NA	0	7237425
18880	332977_1	18	0	NA	field assessment	NA	NA	0	332977
18880	332977_2	18	1	0	field assessment	NA	NA	1	332977
18883	6788273_1	18	1	0	field assessment	NA	NA	0	6788273
18883	7050417_1	18	0	NA	field assessment	NA	NA	0	7050417
18883	7050417_2	18	1	0	field assessment	NA	NA	1	7050417
18884	3478705_1	18	0	NA	field assessment	NA	NA	0	3478705
18884	3478705_2	18	1	0	field assessment	NA	NA	1	3478705
18886	1676465_1	18	0	NA	field assessment	NA	NA	0	1676465
18886	1676465_3	18	1	0	field assessment	NA	NA	1	1676465
19117	127218_2	63	NA	NA	NA	NA	long term	1	NA
19117	231702_1	66	NA	NA	NA	NA	long term	0	NA
19136	1280278_2	66	1	0	field assessment	NA	NA	0	NA
19136	151318_1	63	1	0	field assessment	NA	NA	0	NA
19142	2328854_2	66	1	0	field assessment	NA	NA	0	NA
19143	1152657_2	64	1	0	field assessment	NA	NA	0	NA
19143	366225_2	64	0	1	field assessment	NA	NA	1	NA
19143	38545_2	64	1	0	field assessment	NA	NA	0	NA
19143	636561_2	64	1	0	field assessment	NA	NA	0	NA
19143	792209_1	64	1	0	field assessment	NA	NA	0	NA
19143	919185_1	64	1	0	field assessment	NA	NA	1	NA
19144	301846_1	63	0	NA	field assessment	NA	NA	1	NA
19144	968217_1	64	1	0	field assessment	NA	NA	0	NA
19145	2867990_1	66	1	0	field assessment	NA	NA	1	NA
19145	333385_2	63	1	0	field assessment	NA	NA	0	NA
19145	398529_3	63	0	1	field assessment	NA	NA	0	NA
19145	99521_2	63	1	0	field assessment	NA	NA	0	NA
19146	100297_2	63	NA	NA	NA	NA	short term	1	NA
19146	1487746_2	65	1	0	field assessment	NA	NA	0	NA
19146	1618818_2	65	1	0	field assessment	NA	NA	0	NA
19146	3068802_1	65	1	0	field assessment	NA	NA	0	NA
19146	308098_2	63	1	0	field assessment	NA	NA	0	NA
19146	528582_1	63	1	0	field assessment	NA	NA	1	NA
19146	605493_2	63	1	0	field assessment	NA	NA	0	NA
19146	643970_2	63	1	0	field assessment	NA	NA	0	NA
19150	1569666_2	65	1	0	field assessment	NA	NA	0	NA
19150	589698_4	65	0	NA	field assessment	NA	NA	0	NA
19151	4434_1	63	1	0	field assessment	NA	NA	0	NA
