"recording_givid";"survery";"classif";"classif_type";"classif_key";"classif_description";"cover"
"IV2019020910455730";"N2000meetnet_Grasland_BHM";"6410";"N2k";"Habitatsleutel v5";NA;"71"
"IV2019020910570357";"N2000meetnet_Grasland_BHM";"6410";"N2k";"Habitatsleutel v5";NA;"10"
"IV2019021909195430";"N2000meetnet_Grasland_BHM";"6410";"N2k";"Habitatsleutel v5";NA;"20"
"IV2019021909560725";"N2000meetnet_Grasland_BHM";"6410";"N2k";"Habitatsleutel v5";NA;"30"
"IV2019021912262072";"N2000meetnet_Grasland_BHM";"6410";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019021912454923";"N2000meetnet_Grasland_BHM";"6410";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019022610090643";"N2000meetnet_Grasland_BHM";"6410";"N2k";"Habitatsleutel v5";NA;"84"
"IV2018030417514439";"N2000meetnet_Grasland_BHM";"91E0_meso";"N2k";"Habitatsleutel v5";NA;"10"
"IV2018121816405213";"N2000meetnet_Grasland_BHM";"91E0_meso";"N2k";"Habitatsleutel v5";NA;NA
"IV2019010218340961";"N2000meetnet_Grasland_BHM";"91E0_meso";"N2k";"Habitatsleutel v5";NA;NA
"IV2018030715412818";"N2000meetnet_Grasland_BHM";"6230_ha";"N2k";"Habitatsleutel v5";NA;"28"
"IV2018030715551163";"N2000meetnet_Grasland_BHM";"6230_ha";"N2k";"Habitatsleutel v5";NA;"100"
"IV2018121815134218";"N2000meetnet_Grasland_BHM";"6230_ha";"N2k";"Habitatsleutel v5";NA;"100"
"IV2018121815460288";"N2000meetnet_Grasland_BHM";"6230_ha";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019020716030884";"N2000meetnet_Grasland_BHM";"6230_ha";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019020808585406";"N2000meetnet_Grasland_BHM";"6230_ha";"N2k";"Habitatsleutel v5";NA;"100"
"IV2020022714594591";"N2000meetnet_Grasland_BHM";"6230_ha";"N2k";"Habitatsleutel v5";NA;"100"
"IV2020022715014341";"N2000meetnet_Grasland_BHM";"6230_ha";"N2k";"Habitatsleutel v5";NA;"100"
"IV2020022715135992";"N2000meetnet_Grasland_BHM";"6230_ha";"N2k";"Habitatsleutel v5";NA;"100"
"IV2020022017152138";"N2000meetnet_Grasland_BHM";"6230_ha";"N2k";"Habitatsleutel v5";NA;"100"
"IV2020022713561914";"N2000meetnet_Grasland_BHM";"6230_ha";"N2k";"Habitatsleutel v5";NA;"70"
"IV2020022714040075";"N2000meetnet_Grasland_BHM";"6230_ha";"N2k";"Habitatsleutel v5";NA;"100"
"IV2020022714231094";"N2000meetnet_Grasland_BHM";"6230_ha";"N2k";"Habitatsleutel v5";NA;"100"
"IV2020022714374375";"N2000meetnet_Grasland_BHM";"6230_ha";"N2k";"Habitatsleutel v5";NA;"100"
"IV2020022714453255";"N2000meetnet_Grasland_BHM";"6230_ha";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019030512341370";"N2000meetnet_Grasland_BHM";"6230_ha";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019031108122062";"N2000meetnet_Grasland_BHM";"6230_ha";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019031108341174";"N2000meetnet_Grasland_BHM";"6230_ha";"N2k";"Habitatsleutel v5";NA;"100"
"IV2020021916160633";"N2000meetnet_Grasland_BHM";"6230_ha";"N2k";"Habitatsleutel v5";NA;"100"
"IV2020021916204322";"N2000meetnet_Grasland_BHM";"6230_ha";"N2k";"Habitatsleutel v5";NA;"100"
"IV2020022017031551";"N2000meetnet_Grasland_BHM";"6230_ha";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019020809404178";"N2000meetnet_Grasland_BHM";"6230_ha";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019020809510944";"N2000meetnet_Grasland_BHM";"6230_ha";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019020811552696";"N2000meetnet_Grasland_BHM";"6230_ha";"N2k";"Habitatsleutel v5";NA;"40"
"IV2019022009580729";"N2000meetnet_Grasland_BHM";"6230_ha";"N2k";"Habitatsleutel v5";NA;"10"
"IV2019030509590498";"N2000meetnet_Grasland_BHM";"6230_ha";"N2k";"Habitatsleutel v5";NA;"50"
"IV2019030512211555";"N2000meetnet_Grasland_BHM";"6230_ha";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019010314325267";"N2000meetnet_Grasland_BHM";"1330_da";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017112913404044";"N2000meetnet_Grasland_BHM";"6230_hn";"N2k";"Habitatsleutel v5";NA;"47"
"IV2017112913583445";"N2000meetnet_Grasland_BHM";"6230_hn";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017120112213868";"N2000meetnet_Grasland_BHM";"6230_hn";"N2k";"Habitatsleutel v5";NA;"73"
"IV2017120112565263";"N2000meetnet_Grasland_BHM";"6230_hn";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017120113271520";"N2000meetnet_Grasland_BHM";"6230_hn";"N2k";"Habitatsleutel v5";NA;"45"
"IV2017120114192219";"N2000meetnet_Grasland_BHM";"6230_hn";"N2k";"Habitatsleutel v5";NA;"80"
"IV2020022714202521";"N2000meetnet_Grasland_BHM";"6230_hn";"N2k";"Habitatsleutel v5";NA;"100"
"IV2020022715151720";"N2000meetnet_Grasland_BHM";"6230_hn";"N2k";"Habitatsleutel v5";NA;"100"
"IV2020022715235211";"N2000meetnet_Grasland_BHM";"6230_hn";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019030509590498";"N2000meetnet_Grasland_BHM";"6230_hn";"N2k";"Habitatsleutel v5";NA;"50"
"IV2019030510151254";"N2000meetnet_Grasland_BHM";"6230_hn";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019030510214992";"N2000meetnet_Grasland_BHM";"6230_hn";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019030510462717";"N2000meetnet_Grasland_BHM";"6230_hn";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019030510520410";"N2000meetnet_Grasland_BHM";"6230_hn";"N2k";"Habitatsleutel v5";NA;"100"
"IV2020022714073095";"N2000meetnet_Grasland_BHM";"6230_hn";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019010306500942";"N2000meetnet_Grasland_BHM";"6230_hn";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019030506553128";"N2000meetnet_Grasland_BHM";"6230_hn";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019030507115159";"N2000meetnet_Grasland_BHM";"6230_hn";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019030507344542";"N2000meetnet_Grasland_BHM";"6230_hn";"N2k";"Habitatsleutel v5";NA;"22"
"IV2019030507434490";"N2000meetnet_Grasland_BHM";"6230_hn";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019030509454267";"N2000meetnet_Grasland_BHM";"6230_hn";"N2k";"Habitatsleutel v5";NA;"84"
"IV2018121816195764";"N2000meetnet_Grasland_BHM";"6230_hn";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019010216252659";"N2000meetnet_Grasland_BHM";"6230_hn";"N2k";"Habitatsleutel v5";NA;"61"
"IV2019010216405649";"N2000meetnet_Grasland_BHM";"6230_hn";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019010219160277";"N2000meetnet_Grasland_BHM";"6230_hn";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019010219295713";"N2000meetnet_Grasland_BHM";"6230_hn";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019010306473673";"N2000meetnet_Grasland_BHM";"6230_hn";"N2k";"Habitatsleutel v5";NA;"81"
"IV2018030416111323";"N2000meetnet_Grasland_BHM";"6230_hn";"N2k";"Habitatsleutel v5";NA;"100"
"IV2018030416251801";"N2000meetnet_Grasland_BHM";"6230_hn";"N2k";"Habitatsleutel v5";NA;"100"
"IV2018030511543075";"N2000meetnet_Grasland_BHM";"6230_hn";"N2k";"Habitatsleutel v5";NA;"50"
"IV2018030514502970";"N2000meetnet_Grasland_BHM";"6230_hn";"N2k";"Habitatsleutel v5";NA;"83"
"IV2018030514594211";"N2000meetnet_Grasland_BHM";"6230_hn";"N2k";"Habitatsleutel v5";NA;"100"
"IV2018121815572118";"N2000meetnet_Grasland_BHM";"6230_hn";"N2k";"Habitatsleutel v5";NA;"73"
"IV2018022813474152";"N2000meetnet_Grasland_BHM";"6230_hn";"N2k";"Habitatsleutel v5";NA;"53"
"IV2018030220035638";"N2000meetnet_Grasland_BHM";"6230_hn";"N2k";"Habitatsleutel v5";NA;"100"
"IV2018030221003731";"N2000meetnet_Grasland_BHM";"6230_hn";"N2k";"Habitatsleutel v5";NA;"47"
"IV2018030221161700";"N2000meetnet_Grasland_BHM";"6230_hn";"N2k";"Habitatsleutel v5";NA;"100"
"IV2018030414484080";"N2000meetnet_Grasland_BHM";"6230_hn";"N2k";"Habitatsleutel v5";NA;"62"
"IV2018030415500950";"N2000meetnet_Grasland_BHM";"6230_hn";"N2k";"Habitatsleutel v5";NA;"100"
"IV2018121811574327";"N2000meetnet_Grasland_BHM";"4010";"N2k";"Habitatsleutel v5";NA;"47"
"IV2018121816405213";"N2000meetnet_Grasland_BHM";"4010";"N2k";"Habitatsleutel v5";NA;NA
"IV2019011414090895";"N2000meetnet_Grasland_BHM";"rbbzil";"N2k";"Habitatsleutel v5";NA;"23"
"IV2019011414351048";"N2000meetnet_Grasland_BHM";"rbbzil";"N2k";"Habitatsleutel v5";NA;NA
"IV2019010314170327";"N2000meetnet_Grasland_BHM";"rbbzil";"N2k";"Habitatsleutel v5";NA;NA
"IV2018030509282854";"N2000meetnet_Grasland_BHM";"6510_hu";"N2k";"Habitatsleutel v5";NA;"35"
"IV2018030711143521";"N2000meetnet_Grasland_BHM";"6510_hu";"N2k";"Habitatsleutel v5";NA;"50"
"IV2019020609412094";"N2000meetnet_Grasland_BHM";"6510_hu";"N2k";"Habitatsleutel v5";NA;"50"
"IV2019020612275238";"N2000meetnet_Grasland_BHM";"6510_hu";"N2k";"Habitatsleutel v5";NA;"50"
"IV2019020612581446";"N2000meetnet_Grasland_BHM";"6510_hu";"N2k";"Habitatsleutel v5";NA;"50"
"IV2019020613402086";"N2000meetnet_Grasland_BHM";"6510_hu";"N2k";"Habitatsleutel v5";NA;"50"
"IV2019020811023605";"N2000meetnet_Grasland_BHM";"6510_hu";"N2k";"Habitatsleutel v5";NA;"99"
"IV2019020811552696";"N2000meetnet_Grasland_BHM";"6510_hu";"N2k";"Habitatsleutel v5";NA;"39"
"IV2019020812125743";"N2000meetnet_Grasland_BHM";"6510_hu";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019020910570357";"N2000meetnet_Grasland_BHM";"6510_hu";"N2k";"Habitatsleutel v5";NA;"90"
"IV2019021909195430";"N2000meetnet_Grasland_BHM";"6510_hu";"N2k";"Habitatsleutel v5";NA;"60"
"IV2017112908192809";"N2000meetnet_Grasland_BHM";"4030";"N2k";"Habitatsleutel v5";NA;"50"
"IV2020022713561914";"N2000meetnet_Grasland_BHM";"4030";"N2k";"Habitatsleutel v5";NA;"30"
"IV2017112908192809";"N2000meetnet_Grasland_BHM";"6230_hmo";"N2k";"Habitatsleutel v5";NA;"40"
"IV2017112908460816";"N2000meetnet_Grasland_BHM";"6230_hmo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017112912245580";"N2000meetnet_Grasland_BHM";"6230_hmo";"N2k";"Habitatsleutel v5";NA;"74"
"IV2017112912580483";"N2000meetnet_Grasland_BHM";"6230_hmo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017112914094613";"N2000meetnet_Grasland_BHM";"6230_hmo";"N2k";"Habitatsleutel v5";NA;"80"
"IV2017112914372721";"N2000meetnet_Grasland_BHM";"6230_hmo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019022715350593";"N2000meetnet_Grasland_BHM";"6230_hmo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019031509012165";"N2000meetnet_Grasland_BHM";"6230_hmo";"N2k";"Habitatsleutel v5";NA;"15"
"IV2019022012591316";"N2000meetnet_Grasland_BHM";"6230_hmo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019022510115965";"N2000meetnet_Grasland_BHM";"6230_hmo";"N2k";"Habitatsleutel v5";NA;"86"
"IV2019022510234996";"N2000meetnet_Grasland_BHM";"6230_hmo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019022514042696";"N2000meetnet_Grasland_BHM";"6230_hmo";"N2k";"Habitatsleutel v5";NA;"76"
"IV2019022514294786";"N2000meetnet_Grasland_BHM";"6230_hmo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019022714201370";"N2000meetnet_Grasland_BHM";"6230_hmo";"N2k";"Habitatsleutel v5";NA;"91"
"IV2019021214331564";"N2000meetnet_Grasland_BHM";"6230_hmo";"N2k";"Habitatsleutel v5";NA;"22"
"IV2019021214520710";"N2000meetnet_Grasland_BHM";"6230_hmo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019022009580729";"N2000meetnet_Grasland_BHM";"6230_hmo";"N2k";"Habitatsleutel v5";NA;"70"
"IV2019022010492413";"N2000meetnet_Grasland_BHM";"6230_hmo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019022011472738";"N2000meetnet_Grasland_BHM";"6230_hmo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019022012091414";"N2000meetnet_Grasland_BHM";"6230_hmo";"N2k";"Habitatsleutel v5";NA;"49"
"IV2019010307000537";"N2000meetnet_Grasland_BHM";"6230_hmo";"N2k";"Habitatsleutel v5";NA;"86"
"IV2019010307573190";"N2000meetnet_Grasland_BHM";"6230_hmo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019010308222329";"N2000meetnet_Grasland_BHM";"6230_hmo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019010308412535";"N2000meetnet_Grasland_BHM";"6230_hmo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019012513495405";"N2000meetnet_Grasland_BHM";"6230_hmo";"N2k";"Habitatsleutel v5";NA;"84"
"IV2019012514311759";"N2000meetnet_Grasland_BHM";"6230_hmo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2018122009151922";"N2000meetnet_Grasland_BHM";"6230_hmo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2018122009392308";"N2000meetnet_Grasland_BHM";"6230_hmo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019010209232641";"N2000meetnet_Grasland_BHM";"6230_hmo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019010209450232";"N2000meetnet_Grasland_BHM";"6230_hmo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019010218340961";"N2000meetnet_Grasland_BHM";"6230_hmo";"N2k";"Habitatsleutel v5";NA;"80"
"IV2019010218475304";"N2000meetnet_Grasland_BHM";"6230_hmo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2018121813400651";"N2000meetnet_Grasland_BHM";"6230_hmo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2018121814202946";"N2000meetnet_Grasland_BHM";"6230_hmo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2018121814434064";"N2000meetnet_Grasland_BHM";"6230_hmo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2018121815031430";"N2000meetnet_Grasland_BHM";"6230_hmo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2018121816405213";"N2000meetnet_Grasland_BHM";"6230_hmo";"N2k";"Habitatsleutel v5";NA;"38"
"IV2018121817031507";"N2000meetnet_Grasland_BHM";"6230_hmo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2018030513285216";"N2000meetnet_Grasland_BHM";"6230_hmo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2018030513530737";"N2000meetnet_Grasland_BHM";"6230_hmo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2018121216433080";"N2000meetnet_Grasland_BHM";"6230_hmo";"N2k";"Habitatsleutel v5";NA;"36"
"IV2018121218533825";"N2000meetnet_Grasland_BHM";"6230_hmo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2018121811574327";"N2000meetnet_Grasland_BHM";"6230_hmo";"N2k";"Habitatsleutel v5";NA;"53"
"IV2018121812191520";"N2000meetnet_Grasland_BHM";"6230_hmo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017120111560343";"N2000meetnet_Grasland_BHM";"6230_hmo";"N2k";"Habitatsleutel v5";NA;"79"
"IV2017120112090282";"N2000meetnet_Grasland_BHM";"6230_hmo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2018030417514439";"N2000meetnet_Grasland_BHM";"6230_hmo";"N2k";"Habitatsleutel v5";NA;"90"
"IV2018030418071744";"N2000meetnet_Grasland_BHM";"6230_hmo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2018030511543075";"N2000meetnet_Grasland_BHM";"6230_hmo";"N2k";"Habitatsleutel v5";NA;"50"
"IV2018030512111847";"N2000meetnet_Grasland_BHM";"6230_hmo";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019010216252659";"N2000meetnet_Grasland_BHM";"3130";"N2k";"Habitatsleutel v5";NA;NA
"IV2017112908192809";"N2000meetnet_Grasland_BHM";"-9";"N2k";"Habitatsleutel v5";NA;"10"
"IV2017112912245580";"N2000meetnet_Grasland_BHM";"-9";"N2k";"Habitatsleutel v5";NA;"26"
"IV2017112913404044";"N2000meetnet_Grasland_BHM";"-9";"N2k";"Habitatsleutel v5";NA;"53"
"IV2017112914094613";"N2000meetnet_Grasland_BHM";"-9";"N2k";"Habitatsleutel v5";NA;"20"
"IV2017113008452613";"N2000meetnet_Grasland_BHM";"-9";"N2k";"Habitatsleutel v5";NA;"40"
"IV2019010218340961";"N2000meetnet_Grasland_BHM";"-9";"N2k";"Habitatsleutel v5";NA;NA
"IV2019010216252659";"N2000meetnet_Grasland_BHM";"-9";"N2k";"Habitatsleutel v5";NA;NA
"IV2020021413283257";"N2000meetnet_Grasland_BHM";"-9";"N2k";"Habitatsleutel v5";NA;"5"
"IV2019010315193502";"N2000meetnet_Grasland_BHM";"-9";"N2k";"Habitatsleutel v5";NA;"2"
"IV2019010314170327";"N2000meetnet_Grasland_BHM";"-9";"N2k";"Habitatsleutel v5";NA;NA
"IV2018121815572118";"N2000meetnet_Grasland_BHM";"-9";"N2k";"Habitatsleutel v5";NA;"27"
"IV2019010314442127";"N2000meetnet_Grasland_BHM";"-9";"N2k";"Habitatsleutel v5";NA;NA
"IV2019030509454267";"N2000meetnet_Grasland_BHM";"-9";"N2k";"Habitatsleutel v5";NA;"16"
"IV2019030514081723";"N2000meetnet_Grasland_BHM";"-9";"N2k";"Habitatsleutel v5";NA;"74"
"IV2019030514525522";"N2000meetnet_Grasland_BHM";"-9";"N2k";"Habitatsleutel v5";NA;"80"
"IV2019031107334255";"N2000meetnet_Grasland_BHM";"-9";"N2k";"Habitatsleutel v5";NA;"45"
"IV2019022510115965";"N2000meetnet_Grasland_BHM";"-9";"N2k";"Habitatsleutel v5";NA;"14"
"IV2019031509012165";"N2000meetnet_Grasland_BHM";"-9";"N2k";"Habitatsleutel v5";NA;"40"
"IV2019022012091414";"N2000meetnet_Grasland_BHM";"-9";"N2k";"Habitatsleutel v5";NA;"51"
"IV2019022610090643";"N2000meetnet_Grasland_BHM";"-9";"N2k";"Habitatsleutel v5";NA;"16"
"IV2019022714201370";"N2000meetnet_Grasland_BHM";"-9";"N2k";"Habitatsleutel v5";NA;"9"
"IV2019030507344542";"N2000meetnet_Grasland_BHM";"-9";"N2k";"Habitatsleutel v5";NA;"78"
"IV2019021214331564";"N2000meetnet_Grasland_BHM";"-9";"N2k";"Habitatsleutel v5";NA;"78"
"IV2019021909195430";"N2000meetnet_Grasland_BHM";"-9";"N2k";"Habitatsleutel v5";NA;"20"
"IV2019021909560725";"N2000meetnet_Grasland_BHM";"-9";"N2k";"Habitatsleutel v5";NA;"70"
"IV2019021914301511";"N2000meetnet_Grasland_BHM";"-9";"N2k";"Habitatsleutel v5";NA;"14"
"IV2019010306473673";"N2000meetnet_Grasland_BHM";"-9";"N2k";"Habitatsleutel v5";NA;"19"
"IV2019010307000537";"N2000meetnet_Grasland_BHM";"-9";"N2k";"Habitatsleutel v5";NA;"14"
"IV2019020714420536";"N2000meetnet_Grasland_BHM";"-9";"N2k";"Habitatsleutel v5";NA;"11"
"IV2019020810390261";"N2000meetnet_Grasland_BHM";"-9";"N2k";"Habitatsleutel v5";NA;"16"
"IV2019020811552696";"N2000meetnet_Grasland_BHM";"-9";"N2k";"Habitatsleutel v5";NA;"21"
"IV2019020910455730";"N2000meetnet_Grasland_BHM";"-9";"N2k";"Habitatsleutel v5";NA;"29"
"IV2018030712002428";"N2000meetnet_Grasland_BHM";"-9";"N2k";"Habitatsleutel v5";NA;"10"
"IV2018030715412818";"N2000meetnet_Grasland_BHM";"-9";"N2k";"Habitatsleutel v5";NA;"72"
"IV2018030221003731";"N2000meetnet_Grasland_BHM";"-9";"N2k";"Habitatsleutel v5";NA;"53"
"IV2018082407540429";"N2000meetnet_Grasland_BHM";"-9";"N2k";"Habitatsleutel v5";NA;"10"
"IV2018121216433080";"N2000meetnet_Grasland_BHM";"-9";"N2k";"Habitatsleutel v5";NA;"64"
"IV2019010218580676";"N2000meetnet_Grasland_BHM";"-9";"N2k";"Habitatsleutel v5";NA;"24"
"IV2017120109300668";"N2000meetnet_Grasland_BHM";"-9";"N2k";"Habitatsleutel v5";NA;"61"
"IV2017120112213868";"N2000meetnet_Grasland_BHM";"-9";"N2k";"Habitatsleutel v5";NA;"27"
"IV2017120113271520";"N2000meetnet_Grasland_BHM";"-9";"N2k";"Habitatsleutel v5";NA;"50"
"IV2017120114192219";"N2000meetnet_Grasland_BHM";"-9";"N2k";"Habitatsleutel v5";NA;"20"
"IV2017120114521398";"N2000meetnet_Grasland_BHM";"-9";"N2k";"Habitatsleutel v5";NA;"40"
"IV2018030610544440";"N2000meetnet_Grasland_BHM";"-9";"N2k";"Habitatsleutel v5";NA;"20"
"IV2019011414351048";"N2000meetnet_Grasland_BHM";"6430_mr";"N2k";"Habitatsleutel v5";NA;NA
"IV2018030712002428";"N2000meetnet_Grasland_BHM";"6230_hnk";"N2k";"Habitatsleutel v5";NA;"50"
"IV2018082008574310";"N2000meetnet_Grasland_BHM";"6230_hnk";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019031107334255";"N2000meetnet_Grasland_BHM";"6230_hnk";"N2k";"Habitatsleutel v5";NA;"55"
"IV2019031107520890";"N2000meetnet_Grasland_BHM";"6230_hnk";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019010309035047";"N2000meetnet_Grasland_BHM";"rbbhc";"N2k";"Habitatsleutel v5";NA;"17"
"IV2019010309332746";"N2000meetnet_Grasland_BHM";"rbbhc";"N2k";"Habitatsleutel v5";NA;NA
"IV2019010215101106";"N2000meetnet_Grasland_BHM";"rbbhc";"N2k";"Habitatsleutel v5";NA;"29"
"IV2017120107565546";"N2000meetnet_Grasland_BHM";"1330_hpr";"N2k";"Habitatsleutel v5";NA;"71"
"IV2017120108115051";"N2000meetnet_Grasland_BHM";"1330_hpr";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017120108515000";"N2000meetnet_Grasland_BHM";"1330_hpr";"N2k";"Habitatsleutel v5";NA;"95"
"IV2017120109032402";"N2000meetnet_Grasland_BHM";"1330_hpr";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017120109300668";"N2000meetnet_Grasland_BHM";"1330_hpr";"N2k";"Habitatsleutel v5";NA;"39"
"IV2017120111004036";"N2000meetnet_Grasland_BHM";"1330_hpr";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019011413085987";"N2000meetnet_Grasland_BHM";"1330_hpr";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019011414090895";"N2000meetnet_Grasland_BHM";"1330_hpr";"N2k";"Habitatsleutel v5";NA;"77"
"IV2019011414294981";"N2000meetnet_Grasland_BHM";"1330_hpr";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019011414351048";"N2000meetnet_Grasland_BHM";"1330_hpr";"N2k";"Habitatsleutel v5";NA;"50"
"IV2019011415092985";"N2000meetnet_Grasland_BHM";"1330_hpr";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019010314495413";"N2000meetnet_Grasland_BHM";"1330_hpr";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019010314572854";"N2000meetnet_Grasland_BHM";"1330_hpr";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019010315090270";"N2000meetnet_Grasland_BHM";"1330_hpr";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019010315193502";"N2000meetnet_Grasland_BHM";"1330_hpr";"N2k";"Habitatsleutel v5";NA;"98"
"IV2019010315285888";"N2000meetnet_Grasland_BHM";"1330_hpr";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019011412165950";"N2000meetnet_Grasland_BHM";"1330_hpr";"N2k";"Habitatsleutel v5";NA;NA
"IV2019010313212559";"N2000meetnet_Grasland_BHM";"1330_hpr";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019010313395896";"N2000meetnet_Grasland_BHM";"1330_hpr";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019010314170327";"N2000meetnet_Grasland_BHM";"1330_hpr";"N2k";"Habitatsleutel v5";NA;NA
"IV2019010314210644";"N2000meetnet_Grasland_BHM";"1330_hpr";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019010314291141";"N2000meetnet_Grasland_BHM";"1330_hpr";"N2k";"Habitatsleutel v5";NA;"48"
"IV2019010314442127";"N2000meetnet_Grasland_BHM";"1330_hpr";"N2k";"Habitatsleutel v5";NA;"15"
"IV2019010311595752";"N2000meetnet_Grasland_BHM";"1330_hpr";"N2k";"Habitatsleutel v5";NA;"42"
"IV2019010312172058";"N2000meetnet_Grasland_BHM";"1330_hpr";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019010312332852";"N2000meetnet_Grasland_BHM";"1330_hpr";"N2k";"Habitatsleutel v5";NA;"73"
"IV2019010312395304";"N2000meetnet_Grasland_BHM";"1330_hpr";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019010312545285";"N2000meetnet_Grasland_BHM";"1330_hpr";"N2k";"Habitatsleutel v5";NA;"100"
"IV2019010313083140";"N2000meetnet_Grasland_BHM";"1330_hpr";"N2k";"Habitatsleutel v5";NA;"100"
"IV2017120113271520";"N2000meetnet_Grasland_BHM";"3130_aom";"N2k";"Habitatsleutel v5";NA;"5"
"IV2017113010285455";"N2000meetnet_Grasland_BHM";"9160";"N2k";"Habitatsleutel v5";NA;"36"
"IV2019022009580729";"N2000meetnet_Grasland_BHM";"rbbmr";"N2k";"Habitatsleutel v5";NA;"20"
"IV2019012513495405";"N2000meetnet_Grasland_BHM";"rbbmr";"N2k";"Habitatsleutel v5";NA;NA
"IV2019010309332746";"N2000meetnet_Grasland_BHM";"rbbmr";"N2k";"Habitatsleutel v5";NA;NA
"IV2018022813474152";"N2000meetnet_Grasland_BHM";"0";"N2k";"Habitatsleutel v5";NA;"46"
"IV2018030514502970";"N2000meetnet_Grasland_BHM";"0";"N2k";"Habitatsleutel v5";NA;"17"
"IV2017120111560343";"N2000meetnet_Grasland_BHM";"0";"N2k";"Habitatsleutel v5";NA;"21"
"IV2018030414484080";"N2000meetnet_Grasland_BHM";"0";"N2k";"Habitatsleutel v5";NA;"38"
"IV2018030509282854";"N2000meetnet_Grasland_BHM";"0";"N2k";"Habitatsleutel v5";NA;"5"
"IV2017120107565546";"N2000meetnet_Grasland_BHM";"0";"N2k";"Habitatsleutel v5";NA;"29"
