"recording_givid";"user_reference";"location_code";"latitude";"longitude";"area";"survey_id";"name";"needs_work";"description";"vague_date_type";"vague_date_begin";"vague_date_end";"ID"
"IV2016121210233402";"BV16/047";"Ketenissepolder N (NOP) (Schelde)";500;500;"9";21;"Classic";0;"Londo (1) volledig";"D";"2016-10-10";"2016-10-10";"ZSCPQ234"
"IV2016121210270759";"BV16/048";"Ketenissepolder N (NOP) (Schelde)";500;500;"9";21;"Classic";0;"Londo (1) volledig";"D";"2016-10-10";"2016-10-10";"ZSCPQ235"
"IV2016121210295788";"BV16/049";"Ketenissepolder N (NOP) (Schelde)";500;500;"9";21;"Classic";0;"Londo (1) volledig";"D";"2016-10-10";"2016-10-10";"ZSCPQ236"
"IV2016121210483116";"BV16/050";"Ketenissepolder N (NOP) (Schelde)";500;500;"16";21;"Classic";0;"Londo (1) volledig";"D";"2016-10-10";"2016-10-10";"ZSCPQ239"
"IV2016121210510504";"BV16/051";"Ketenissepolder N (NOP) (Schelde)";500;500;"9";21;"Classic";0;"Londo (1) volledig";"D";"2016-10-10";"2016-10-10";"ZSCPQ238"
"IV2016121211101321";"BV16/052";"Ketenissepolder N (NOP) (Schelde)";500;500;"9";21;"Classic";0;"Londo (1) volledig";"D";"2016-10-10";"2016-10-10";"ZSCPQ237"
"IV2016121211135257";"BV16/053";"Ketenissepolder Z (NOP) (Schelde)";500;500;"9";21;"Classic";0;"Londo (1) volledig";"D";"2016-10-10";"2016-10-10";"ZSCPQ240"
"IV2016121213353352";"BV16/054";"Ketenissepolder Z (NOP) (Schelde)";500;500;"9";21;"Classic";0;"Londo (1) volledig";"D";"2016-10-10";"2016-10-10";"ZSCPQ241"
"IV2016121213410683";"BV16/056";"Ketenissepolder Z (NOP) (Schelde)";500;500;"9";21;"Classic";0;"Londo (1) volledig";"D";"2016-10-10";"2016-10-10";"ZSCPQ242"
"IV2016121213454156";"BV16/057";"Ketenissepolder Z (NOP) (Schelde)";500;500;"9";21;"Classic";0;"Londo (1) volledig";"D";"2016-10-10";"2016-10-10";"ZSCPQ243"
"IV2016121214092447";"BV16/058";"Ketenissepolder Z (NOP) (Schelde)";500;500;"9";21;"Classic";0;"Londo (1) volledig";"D";"2016-10-10";"2016-10-10";"ZSCPQ244"
"IV2016121214153466";"BV16/055";"Ketenissepolder Z (NOP) (Schelde)";500;500;"9";21;"Classic";0;"Londo (1) volledig";"D";"2016-10-10";"2016-10-10";"ZSCPQ245"
"IV2016121214265304";"BV16/059";"Ketenissepolder Z (NOP) (Schelde)";500;500;"9";21;"Classic";0;"Londo (1) volledig";"D";"2016-10-10";"2016-10-10";"ZSCPQ251"
"IV2016121214293707";"BV16/060";"Ketenissepolder Z (NOP) (Schelde)";500;500;"9";21;"Classic";0;"Londo (1) volledig";"D";"2016-10-10";"2016-10-10";"ZSCPQ250"
"IV2016121214593549";"BV16/061";"Ketenissepolder Z (NOP) (Schelde)";500;500;"9";21;"Classic";0;NA;NA;NA;NA;"ZSCPQ249"
"IV2016121215031282";"BV16/062";"Ketenissepolder Z (NOP) (Schelde)";500;500;"9";21;"Classic";0;"Londo (1) volledig";"D";"2016-10-10";"2016-10-10";"ZSCPQ248"
"IV2016121215054565";"BV16/063";"Ketenissepolder Z (NOP) (Schelde)";500;500;"9";21;"Classic";0;"Londo (1) volledig";"D";"2016-10-12";"2016-10-12";"ZSCPQ246"
"IV2016121215485360";"BV16/064";"Ketenissepolder Z (NOP) (Schelde)";500;500;"9";21;"Classic";0;"Londo (1) volledig";"D";"2016-10-12";"2016-10-12";"ZSCPQ247"
"IV2016121215515500";"BV16/065";"Ketenissepolder Z (NOP) (Schelde)";500;500;"9";21;"Classic";0;"Londo (1) volledig";"D";"2016-10-12";"2016-10-12";"ZSCPQ253"
"IV2016121215545130";"BV16/066";"Ketenissepolder Z (NOP) (Schelde)";500;500;"9";21;"Classic";0;"Londo (1) volledig";"D";"2016-10-12";"2016-10-12";"ZSCPQ252"
"IV2016121215582563";"BV16/067";"Ketenissepolder Z (NOP) (Schelde)";500;500;"9";21;"Classic";0;"Londo (1) volledig";"D";"2016-10-12";"2016-10-12";"ZSCPQ254"
"IV2016121216044243";"BV16/068";"Ketenissepolder Z (NOP) (Schelde)";500;500;"9";21;"Classic";0;"Londo (1) volledig";"D";"2016-10-12";"2016-10-12";"ZSCPQ255"
"IV2016121216204483";"BV16/069";"Ketenissepolder Z (NOP) (Schelde)";500;500;"9";21;"Classic";0;"Londo (1) volledig";"D";"2016-10-12";"2016-10-12";"ZSCPQ256"
"IV2016121216243621";"BV16/070";"Ketenissepolder Z (NOP) (Schelde)";500;500;"9";21;"Classic";0;"Londo (1) volledig";"D";"2016-10-12";"2016-10-12";"ZSCPQ257"
"IV2016121216304442";"BV16/071";"Ketenissepolder Z (NOP) (Schelde)";500;500;"9";21;"Classic";0;"Londo (1) volledig";"D";"2016-10-12";"2016-10-12";"ZSCPQ258"
"IV2016121216340009";"BV16/072";"Ketenissepolder Z (NOP) (Schelde)";500;500;"9";21;"Classic";0;"Londo (1) volledig";"D";"2016-10-12";"2016-10-12";"ZSCPQ259"
"IV2016121216420845";"BV16/073";"Paardeschor (NOP) (Schelde)";500;500;"16";21;"Classic";0;"Londo (1) volledig";"D";"2016-10-12";"2016-10-12";"ZSCPQ273"
"IV2016121216472444";"BV16/074";"Paardeschor (NOP) (Schelde)";500;500;"16";21;"Classic";0;"Londo (1) volledig";"D";"2016-10-12";"2016-10-12";"ZSCPQ274"
"IV2016121216550869";"BV16/075";"Paardeschor (NOP) (Schelde)";500;500;"16";21;"Classic";0;"Londo (1) volledig";"D";"2016-10-12";"2016-10-12";"ZSCPQ302"
"IV2016121310230621";"BV16/076";"Paardeschor (NOP) (Schelde)";500;500;"16";21;"Classic";0;"Londo (1) volledig";"D";"2016-10-13";"2016-10-13";"ZSCPQ283"
"IV2016121310255731";"BV16/077";"Paardeschor (NOP) (Schelde)";500;500;"16";21;"Classic";0;"Londo (1) volledig";"D";"2016-10-13";"2016-10-13";"ZSCPQ284"
"IV2016121310284262";"BV16/078";"Paardeschor (NOP) (Schelde)";500;500;"16";21;"Classic";0;"Londo (1) volledig";"D";"2016-10-13";"2016-10-13";"ZSCPQ285"
"IV2016121310504390";"BV16/079";"Paardeschor (NOP) (Schelde)";500;500;"16";21;"Classic";0;"Londo (1) volledig";"D";"2016-10-13";"2016-10-13";"ZSCPQ282"
"IV2016121310554931";"BV16/080";"Paardeschor (NOP) (Schelde)";500;500;"16";21;"Classic";0;"Londo (1) volledig";"D";"2016-10-13";"2016-10-13";"ZSCPQ281"
"IV2016121310580986";"BV16/081";"Paardeschor (NOP) (Schelde)";500;500;"16";21;"Classic";0;NA;NA;NA;NA;"ZSCPQ280"
"IV2016121311022634";"BV16/082";"Paardeschor (NOP) (Schelde)";500;500;"16";21;"Classic";0;"Londo (1) volledig";"D";"2016-10-13";"2016-10-13";"ZSCPQ279"
"IV2016121311063584";"BV16/083";"Paardeschor (NOP) (Schelde)";500;500;"16";21;"Classic";0;"Londo (1) volledig";"D";"2016-10-13";"2016-10-13";"ZSCPQ278"
"IV2016121311092263";"BV16/084";"Paardeschor (NOP) (Schelde)";500;500;"16";21;"Classic";0;"Londo (1) volledig";"D";"2016-10-13";"2016-10-13";"ZSCPQ275"
"IV2016121311132055";"BV16/085";"Paardeschor (NOP) (Schelde)";500;500;"16";21;"Classic";0;"Londo (1) volledig";"D";"2016-10-13";"2016-10-13";"ZSCPQ276"
"IV2016121311161785";"BV16/086";"Paardeschor (NOP) (Schelde)";500;500;"16";21;"Classic";0;"Londo (1) volledig";"D";"2016-10-13";"2016-10-13";"ZSCPQ277"
