"recording_givid";"location_code";"layer_code";"cover_code"
"IV2014061910205811";"Heusden LO (NOP) (Schelde)";"TOT";"100"
"IV2014061910495501";"Heusden LO (NOP) (Schelde)";"BH";"1"
"IV2014061910495501";"Heusden LO (NOP) (Schelde)";"KH";"100"
"IV2014061910495501";"Heusden LO (NOP) (Schelde)";"STR";"60"
"IV2014061910495501";"Heusden LO (NOP) (Schelde)";"TOT";"100"
"IV2014062012014346";"Heusden LO (NOP) (Schelde)";"AL";"5"
"IV2014062012014346";"Heusden LO (NOP) (Schelde)";"KH";"30"
"IV2014062012014346";"Heusden LO (NOP) (Schelde)";"MO";"1"
"IV2014062012014346";"Heusden LO (NOP) (Schelde)";"SH";"50"
"IV2014062012014346";"Heusden LO (NOP) (Schelde)";"STR";"10"
"IV2014062012014346";"Heusden LO (NOP) (Schelde)";"TOT";"65"
"IV2014062012102363";"Heusden LO (NOP) (Schelde)";"KH";"80"
"IV2014062012102363";"Heusden LO (NOP) (Schelde)";"SH";"25"
"IV2014062012102363";"Heusden LO (NOP) (Schelde)";"STR";"30"
"IV2014062012102363";"Heusden LO (NOP) (Schelde)";"TOT";"95"
"IV2014062012212019";"Heusden LO (NOP) (Schelde)";"KH";"60"
"IV2014062012212019";"Heusden LO (NOP) (Schelde)";"SH";"80"
"IV2014062012212019";"Heusden LO (NOP) (Schelde)";"STR";"75"
"IV2014062012212019";"Heusden LO (NOP) (Schelde)";"TOT";"99"
"IV2014062012262379";"Heusden LO (NOP) (Schelde)";"KH";"90"
"IV2014062012262379";"Heusden LO (NOP) (Schelde)";"STR";"75"
"IV2014062012262379";"Heusden LO (NOP) (Schelde)";"TOT";"99"
"IV2014062409483411";"Paddebeek (NOP) (Schelde)";"KH";"95"
"IV2014062409483411";"Paddebeek (NOP) (Schelde)";"MO";"10"
"IV2014062409483411";"Paddebeek (NOP) (Schelde)";"SH";"2"
"IV2014062409483411";"Paddebeek (NOP) (Schelde)";"STR";"60"
"IV2014062409483411";"Paddebeek (NOP) (Schelde)";"TOT";"100"
"IV2014062410045802";"Paddebeek (NOP) (Schelde)";"KH";"85"
"IV2014062410045802";"Paddebeek (NOP) (Schelde)";"SH";"40"
"IV2014062410045802";"Paddebeek (NOP) (Schelde)";"STR";"100"
"IV2014062410045802";"Paddebeek (NOP) (Schelde)";"TOT";"100"
"IV2014062416344139";"Paddebeek (NOP) (Schelde)";"KH";"95"
"IV2014062416344139";"Paddebeek (NOP) (Schelde)";"STR";"70"
"IV2014062416344139";"Paddebeek (NOP) (Schelde)";"TOT";"100"
"IV2014062416371489";"Paddebeek (NOP) (Schelde)";"AL";"20"
"IV2014062416371489";"Paddebeek (NOP) (Schelde)";"KH";"30"
"IV2014062416371489";"Paddebeek (NOP) (Schelde)";"STR";"2"
"IV2014062416371489";"Paddebeek (NOP) (Schelde)";"TOT";"40"
"IV2014062416401991";"Paddebeek (NOP) (Schelde)";"KH";"90"
"IV2014062416401991";"Paddebeek (NOP) (Schelde)";"SH";"35"
"IV2014062416401991";"Paddebeek (NOP) (Schelde)";"STR";"50"
"IV2014062416401991";"Paddebeek (NOP) (Schelde)";"TOT";"99"
"IV2014062416464573";"Paddebeek (NOP) (Schelde)";"KH";"85"
"IV2014062416464573";"Paddebeek (NOP) (Schelde)";"SH";"25"
"IV2014062416464573";"Paddebeek (NOP) (Schelde)";"STR";"80"
"IV2014062416464573";"Paddebeek (NOP) (Schelde)";"TOT";"99"
"IV2014062416484382";"Paddebeek (NOP) (Schelde)";"KH";"20"
"IV2014062416484382";"Paddebeek (NOP) (Schelde)";"SH";"80"
"IV2014062416484382";"Paddebeek (NOP) (Schelde)";"STR";"25"
"IV2014062416581286";"Paddebeek (NOP) (Schelde)";"KH";"4"
"IV2014062416581286";"Paddebeek (NOP) (Schelde)";"MO";"1"
"IV2014062416581286";"Paddebeek (NOP) (Schelde)";"SH";"85"
"IV2014062416581286";"Paddebeek (NOP) (Schelde)";"STR";"60"
"IV2014062416581286";"Paddebeek (NOP) (Schelde)";"TOT";"100"
"IV2014062417020824";"Paddebeek (NOP) (Schelde)";"KH";"85"
"IV2014062417020824";"Paddebeek (NOP) (Schelde)";"MO";"4"
"IV2014062417020824";"Paddebeek (NOP) (Schelde)";"SH";"40"
"IV2014062417020824";"Paddebeek (NOP) (Schelde)";"STR";"90"
"IV2014062417020824";"Paddebeek (NOP) (Schelde)";"TOT";"100"
"IV2014062510105682";"Paddebeek (NOP) (Schelde)";"BH";"30"
"IV2014062510105682";"Paddebeek (NOP) (Schelde)";"KH";"90"
"IV2014062510105682";"Paddebeek (NOP) (Schelde)";"MO";"5"
"IV2014062510105682";"Paddebeek (NOP) (Schelde)";"STR";"80"
"IV2014062510105682";"Paddebeek (NOP) (Schelde)";"TOT";"100"
"IV2014062510185815";"Paddebeek (NOP) (Schelde)";"KH";"99"
"IV2014062510185815";"Paddebeek (NOP) (Schelde)";"MO";"5"
"IV2014062510185815";"Paddebeek (NOP) (Schelde)";"STR";"70"
"IV2014062510185815";"Paddebeek (NOP) (Schelde)";"TOT";"100"
"IV2014062510223324";"Paddebeek (NOP) (Schelde)";"KH";"60"
"IV2014062510223324";"Paddebeek (NOP) (Schelde)";"SH";"15"
"IV2014062510223324";"Paddebeek (NOP) (Schelde)";"STR";"90"
"IV2014062510223324";"Paddebeek (NOP) (Schelde)";"TOT";"99"
"IV2014062510253598";"Paddebeek (NOP) (Schelde)";"BH";"60"
"IV2014062510253598";"Paddebeek (NOP) (Schelde)";"KH";"15"
"IV2014062510253598";"Paddebeek (NOP) (Schelde)";"MO";"1"
"IV2014062510253598";"Paddebeek (NOP) (Schelde)";"SH";"25"
"IV2014062510253598";"Paddebeek (NOP) (Schelde)";"STR";"15"
"IV2014062510253598";"Paddebeek (NOP) (Schelde)";"TOT";"90"
"IV2014092313550462";"Kijkverdriet (Schelde)";"KH";"10"
"IV2014092313550462";"Kijkverdriet (Schelde)";"SH";"80"
"IV2014092313550462";"Kijkverdriet (Schelde)";"STR";"50"
"IV2014092314083739";"Notelaar (Schelde)";"AL";NA
"IV2014092314083739";"Notelaar (Schelde)";"BH";"60"
"IV2014092314083739";"Notelaar (Schelde)";"KH";"25"
"IV2014092314083739";"Notelaar (Schelde)";"MO";NA
"IV2014092314083739";"Notelaar (Schelde)";"SH";"10"
"IV2014092314083739";"Notelaar (Schelde)";"STR";"70"
"IV2014092314330438";"Notelaar (Schelde)";"KH";"99"
"IV2014092314330438";"Notelaar (Schelde)";"STR";"83"
"IV2014092314520483";"Notelaar (Schelde)";"KH";"100"
"IV2014092314520483";"Notelaar (Schelde)";"STR";"50"
"IV2014092315052470";"Notelaar (Schelde)";"KH";"100"
"IV2014092315052470";"Notelaar (Schelde)";"STR";"88"
"IV2014092315165038";"Notelaar (Schelde)";"AL";NA
"IV2014092315165038";"Notelaar (Schelde)";"KH";"100"
"IV2014092315165038";"Notelaar (Schelde)";"STR";"13"
"IV2014092315482236";"Notelaar (Schelde)";"AL";NA
"IV2014092315482236";"Notelaar (Schelde)";"BH";"55"
"IV2014092315482236";"Notelaar (Schelde)";"KH";"45"
"IV2014092315482236";"Notelaar (Schelde)";"SH";"40"
"IV2014092315482236";"Notelaar (Schelde)";"STR";"63"
"IV2014092316054851";"Notelaar (Schelde)";"AL";NA
"IV2014092316054851";"Notelaar (Schelde)";"KH";"50"
"IV2014092316054851";"Notelaar (Schelde)";"SH";"80"
"IV2014092316054851";"Notelaar (Schelde)";"STR";"63"
"IV2014092316251615";"Konkelschoor (Schelde)";"KH";"100"
"IV2014092316251615";"Konkelschoor (Schelde)";"STR";"75"
"IV2014092316355716";"Konkelschoor (Schelde)";"KH";"99"
"IV2014092316355716";"Konkelschoor (Schelde)";"STR";"25"
"IV2014092508532954";"Brede Schoren (Schelde)";"KH";"100"
"IV2014092508532954";"Brede Schoren (Schelde)";"STR";"50"
"IV2014092509122751";"Brede Schoren (Schelde)";"KH";"100"
"IV2014092509122751";"Brede Schoren (Schelde)";"STR";"75"
"IV2014092509194459";"Brede Schoren (Schelde)";"KH";"90"
"IV2014092509194459";"Brede Schoren (Schelde)";"STR";"25"
"IV2014092509315410";"Schor van Zele (Schelde)";"KH";"100"
"IV2014092509315410";"Schor van Zele (Schelde)";"STR";"75"
"IV2014092510000741";"Schor van Zele (Schelde)";"KH";"100"
"IV2014092510000741";"Schor van Zele (Schelde)";"STR";"90"
"IV2014092510131574";"Schor van Zele (Schelde)";"KH";"100"
"IV2014092510131574";"Schor van Zele (Schelde)";"STR";"63"
"IV2014092510170634";"Groot Schoor van Grembergen (Schelde)";"KH";NA
"IV2014092510170634";"Groot Schoor van Grembergen (Schelde)";"STR";"38"
"IV2014092510293231";"Pottelbergschor (Schelde)";"KH";"100"
"IV2014092510293231";"Pottelbergschor (Schelde)";"STR";"100"
"IV2014092510442212";"Pottelbergschor (Schelde)";"KH";"100"
"IV2014092510442212";"Pottelbergschor (Schelde)";"STR";"100"
"IV2014092510560513";"Pottelbergschor (Schelde)";"KH";"100"
"IV2014092510560513";"Pottelbergschor (Schelde)";"STR";"100"
"IV2014092511064181";"Schor van Vlassenbroek O (Schelde)";"KH";"100"
"IV2014092511064181";"Schor van Vlassenbroek O (Schelde)";"STR";"50"
"IV2014092511313959";"Schor van Vlassenbroek O (Schelde)";"KH";"99"
"IV2014092511313959";"Schor van Vlassenbroek O (Schelde)";"STR";"25"
"IV2014092511400109";"Schor van Vlassenbroek O (Schelde)";"KH";"99"
"IV2014092511400109";"Schor van Vlassenbroek O (Schelde)";"STR";"75"
"IV2014092511554745";"Schor van Vlassenbroek O (Schelde)";"AL";NA
"IV2014092511554745";"Schor van Vlassenbroek O (Schelde)";"KH";"75"
"IV2014092511554745";"Schor van Vlassenbroek O (Schelde)";"SH";"10"
"IV2014092511554745";"Schor van Vlassenbroek O (Schelde)";"STR";"13"
"IV2014092908495556";"Schor van Vlassenbroek O (Schelde)";"KH";"100"
"IV2014092908495556";"Schor van Vlassenbroek O (Schelde)";"STR";"75"
"IV2014092908560726";"Schor van Vlassenbroek O (Schelde)";"KH";"99"
"IV2014092908560726";"Schor van Vlassenbroek O (Schelde)";"STR";"88"
"IV2014092909132443";"t Stort bij Weert (Schelde)";"KH";"100"
"IV2014092909132443";"t Stort bij Weert (Schelde)";"STR";"50"
"IV2014092909265572";"t Stort bij Weert (Schelde)";"KH";"97"
"IV2014092909265572";"t Stort bij Weert (Schelde)";"STR";"38"
"IV2014092909372128";"t Stort bij Weert (Schelde)";"KH";"99"
"IV2014092909372128";"t Stort bij Weert (Schelde)";"STR";"75"
"IV2014092909493634";"t Stort bij Weert (Schelde)";"AL";NA
"IV2014092909493634";"t Stort bij Weert (Schelde)";"KH";"100"
"IV2014092909493634";"t Stort bij Weert (Schelde)";"STR";"25"
"IV2014092910023849";"Schor bij Branst (Schelde)";"KH";"100"
"IV2014092910023849";"Schor bij Branst (Schelde)";"STR";"88"
"IV2014092910130505";"Schor bij Branst (Schelde)";"KH";"95"
"IV2014092910130505";"Schor bij Branst (Schelde)";"STR";"88"
"IV2014092910241882";"Schor bij Branst (Schelde)";"KH";"70"
"IV2014092910241882";"Schor bij Branst (Schelde)";"STR";"75"
"IV2014092910445804";"Schor bij Branst (Schelde)";"KH";"80"
"IV2014092910445804";"Schor bij Branst (Schelde)";"STR";"88"
"IV2014092910531715";"Schor bij Branst (Schelde)";"AL";NA
"IV2014092910531715";"Schor bij Branst (Schelde)";"KH";"98"
"IV2014092910531715";"Schor bij Branst (Schelde)";"STR";"38"
"IV2014092911050471";"Schor bij Branst (Schelde)";"KH";"80"
"IV2014092911050471";"Schor bij Branst (Schelde)";"STR";"50"
"IV2014092911153994";"Schor van Mariekerke (Schelde)";"AL";NA
"IV2014092911153994";"Schor van Mariekerke (Schelde)";"KH";"95"
"IV2014092911153994";"Schor van Mariekerke (Schelde)";"STR";"38"
"IV2014092911234904";"Schor van Mariekerke (Schelde)";"KH";"100"
"IV2014092911234904";"Schor van Mariekerke (Schelde)";"STR";"13"
"IV2014092911422470";"St-Amandsschoor (Schelde)";"KH";"100"
"IV2014092911422470";"St-Amandsschoor (Schelde)";"STR";"63"
"IV2014092911534697";"KBR schor ten N van Barbierbeek (Schelde)";"AL";NA
"IV2014092911534697";"KBR schor ten N van Barbierbeek (Schelde)";"KH";"80"
"IV2014092911534697";"KBR schor ten N van Barbierbeek (Schelde)";"STR";"13"
"IV2014092913362040";"KBR schor ten N van Barbierbeek (Schelde)";"AL";NA
"IV2014092913362040";"KBR schor ten N van Barbierbeek (Schelde)";"KH";"60"
"IV2014092913362040";"KBR schor ten N van Barbierbeek (Schelde)";"STR";"13"
"IV2014092914041017";"KBR schor ten N van Barbierbeek (Schelde)";"AL";NA
"IV2014092914041017";"KBR schor ten N van Barbierbeek (Schelde)";"KH";"90"
"IV2014092914041017";"KBR schor ten N van Barbierbeek (Schelde)";"STR";"13"
"IV2014092914193315";"KBR schor ten N van Barbierbeek (Schelde)";"AL";NA
"IV2014092914193315";"KBR schor ten N van Barbierbeek (Schelde)";"KH";"15"
"IV2014092914334935";"KBR schor tss Kallebeek en Barbierbeek (Schelde)";"AL";NA
"IV2014092914334935";"KBR schor tss Kallebeek en Barbierbeek (Schelde)";"KH";"97"
"IV2014092915061501";"KBR schor tss Kallebeek en Barbierbeek (Schelde)";"AL";NA
"IV2014092915061501";"KBR schor tss Kallebeek en Barbierbeek (Schelde)";"KH";"100"
"IV2014092915061501";"KBR schor tss Kallebeek en Barbierbeek (Schelde)";"STR";"13"
"IV2014092915222840";"KBR schor tss Kallebeek en Barbierbeek (Schelde)";"KH";"100"
"IV2014092915222840";"KBR schor tss Kallebeek en Barbierbeek (Schelde)";"MO";NA
"IV2014092915222840";"KBR schor tss Kallebeek en Barbierbeek (Schelde)";"STR";"63"
"IV2014092915530638";"KBR schor tss Kallebeek en Barbierbeek (Schelde)";"KH";"99"
"IV2014092915530638";"KBR schor tss Kallebeek en Barbierbeek (Schelde)";"STR";"63"
"IV2014092916075303";"KBR schor tss Kallebeek en Barbierbeek (Schelde)";"AL";NA
"IV2014092916075303";"KBR schor tss Kallebeek en Barbierbeek (Schelde)";"KH";"60"
"IV2014092916194215";"KBR schor tss Kallebeek en Barbierbeek (Schelde)";"AL";NA
"IV2014092916194215";"KBR schor tss Kallebeek en Barbierbeek (Schelde)";"KH";"55"
"IV2014092916371366";"KBR schor tss Kallebeek en Barbierbeek (Schelde)";"AL";NA
"IV2014092916371366";"KBR schor tss Kallebeek en Barbierbeek (Schelde)";"KH";"85"
"IV2014092916371366";"KBR schor tss Kallebeek en Barbierbeek (Schelde)";"STR";"13"
"IV2014093008545189";"KBR schor tss Kallebeek en Barbierbeek (Schelde)";"KH";"100"
"IV2014093008545189";"KBR schor tss Kallebeek en Barbierbeek (Schelde)";"STR";"88"
"IV2014093009020874";"KBR schor tss Kallebeek en Barbierbeek (Schelde)";"AL";NA
"IV2014093009020874";"KBR schor tss Kallebeek en Barbierbeek (Schelde)";"KH";"97"
"IV2014093009020874";"KBR schor tss Kallebeek en Barbierbeek (Schelde)";"STR";"25"
"IV2014093009122383";"KBR schor tss Kallebeek en Barbierbeek (Schelde)";"KH";"1"
"IV2014093009223042";"KBR schor ten Z van Kallebeek (Schelde)";"AL";NA
"IV2014093009223042";"KBR schor ten Z van Kallebeek (Schelde)";"KH";"98"
"IV2014093009223042";"KBR schor ten Z van Kallebeek (Schelde)";"STR";"63"
"IV2014093009361995";"KBR schor ten Z van Kallebeek (Schelde)";"AL";NA
"IV2014093009361995";"KBR schor ten Z van Kallebeek (Schelde)";"KH";"96"
"IV2014093009361995";"KBR schor ten Z van Kallebeek (Schelde)";"STR";"63"
"IV2014093009544598";"KBR schor ten Z van Kallebeek (Schelde)";"AL";NA
"IV2014093009544598";"KBR schor ten Z van Kallebeek (Schelde)";"KH";NA
"IV2014093010051040";"KBR schor ten Z van Kallebeek (Schelde)";"AL";NA
"IV2014093010051040";"KBR schor ten Z van Kallebeek (Schelde)";"KH";"30"
"IV2014093010193856";"KBR schor ten Z van Kallebeek (Schelde)";"KH";"100"
"IV2014093010193856";"KBR schor ten Z van Kallebeek (Schelde)";"STR";"63"
"IV2014093010232357";"KBR schor ten Z van Kallebeek (Schelde)";"AL";NA
"IV2014093010232357";"KBR schor ten Z van Kallebeek (Schelde)";"KH";"98"
"IV2014093010232357";"KBR schor ten Z van Kallebeek (Schelde)";"STR";"50"
"IV2014093010361888";"KBR schor ten Z van Kallebeek (Schelde)";"AL";NA
"IV2014093010361888";"KBR schor ten Z van Kallebeek (Schelde)";"KH";"99"
"IV2014093011023285";"KBR schor ten Z van Kallebeek (Schelde)";"KH";"100"
"IV2014093011023285";"KBR schor ten Z van Kallebeek (Schelde)";"STR";"63"
"IV2014093011073097";"KBR schor ten Z van Kallebeek (Schelde)";"KH";"100"
"IV2014093011073097";"KBR schor ten Z van Kallebeek (Schelde)";"STR";"38"
"IV2014093011164642";"Groot Schoor van Hamme (Schelde)";"AL";NA
"IV2014093011164642";"Groot Schoor van Hamme (Schelde)";"KH";"100"
"IV2014093011164642";"Groot Schoor van Hamme (Schelde)";"STR";"63"
"IV2014093011263982";"Groot Schoor van Hamme (Schelde)";"KH";"100"
"IV2014093011263982";"Groot Schoor van Hamme (Schelde)";"STR";"88"
"IV2014093011432533";"Groot Schoor van Hamme (Schelde)";"KH";"100"
"IV2014093011432533";"Groot Schoor van Hamme (Schelde)";"STR";"75"
"IV2014093011513937";"Schor aan Durmemonding (Schelde)";"KH";"100"
"IV2014093011513937";"Schor aan Durmemonding (Schelde)";"STR";"88"
"IV2014093013133269";"Veer Driegoten - Temsebrug (Schelde)";"KH";"98"
"IV2014093013133269";"Veer Driegoten - Temsebrug (Schelde)";"STR";"63"
"IV2014093013451039";"KBR schor ten Z van Kallebeek (Schelde)";"KH";"100"
"IV2014093013451039";"KBR schor ten Z van Kallebeek (Schelde)";"STR";"100"
"IV2014093014105585";"KBR schor ten Z van Kallebeek (Schelde)";"KH";"100"
"IV2014093014105585";"KBR schor ten Z van Kallebeek (Schelde)";"STR";"75"
"IV2014093014234959";"KBR schor ten Z van Kallebeek (Schelde)";"KH";"100"
"IV2014093014234959";"KBR schor ten Z van Kallebeek (Schelde)";"STR";"75"
"IV2014093014381720";"Durme5";"AL";NA
"IV2014093014381720";"Durme5";"KH";"70"
"IV2014093014381720";"Durme5";"STR";"13"
"IV2014093015031050";"Schor van Mariekerke (Schelde)";"AL";NA
"IV2014093015031050";"Schor van Mariekerke (Schelde)";"KH";"60"
"IV2014093015031050";"Schor van Mariekerke (Schelde)";"SH";"50"
"IV2014093015031050";"Schor van Mariekerke (Schelde)";"STR";"25"
"IV2014093015235050";"Notelaar (Schelde)";"AL";NA
"IV2014093015235050";"Notelaar (Schelde)";"KH";NA
"IV2014093015235050";"Notelaar (Schelde)";"SH";"95"
"IV2014093015235050";"Notelaar (Schelde)";"STR";"25"
"IV2014093015403871";"Notelaar (Schelde)";"AL";NA
"IV2014093015403871";"Notelaar (Schelde)";"BH";"7"
"IV2014093015403871";"Notelaar (Schelde)";"KH";"10"
"IV2014093015403871";"Notelaar (Schelde)";"SH";"75"
"IV2014093015403871";"Notelaar (Schelde)";"STR";"50"
"IV2014093016085893";"Notelaar (Schelde)";"AL";NA
"IV2014093016085893";"Notelaar (Schelde)";"BH";"2"
"IV2014093016085893";"Notelaar (Schelde)";"KH";NA
"IV2014093016085893";"Notelaar (Schelde)";"SH";"90"
"IV2014093016085893";"Notelaar (Schelde)";"STR";"13"
"IV2014093016274790";"Notelaar (Schelde)";"AL";NA
"IV2014093016274790";"Notelaar (Schelde)";"BH";"60"
"IV2014093016274790";"Notelaar (Schelde)";"KH";"90"
"IV2014093016274790";"Notelaar (Schelde)";"SH";"30"
"IV2014093016274790";"Notelaar (Schelde)";"STR";"20"
"IV2014093016433867";"Temsebrug (Schelde)";"AL";NA
"IV2014093016433867";"Temsebrug (Schelde)";"KH";"1"
"IV2014093016433867";"Temsebrug (Schelde)";"SH";"95"
"IV2014093016433867";"Temsebrug (Schelde)";"STR";"10"
"IV2014100209045929";"Schor bij Branst (Schelde)";"AL";NA
"IV2014100209045929";"Schor bij Branst (Schelde)";"BH";"70"
"IV2014100209045929";"Schor bij Branst (Schelde)";"KH";"38"
"IV2014100209045929";"Schor bij Branst (Schelde)";"SH";"50"
"IV2014100209045929";"Schor bij Branst (Schelde)";"STR";"15"
"IV2014100209272864";"Schor bij Branst (Schelde)";"AL";NA
"IV2014100209272864";"Schor bij Branst (Schelde)";"KH";"40"
"IV2014100209272864";"Schor bij Branst (Schelde)";"SH";"95"
"IV2014100209272864";"Schor bij Branst (Schelde)";"STR";"40"
"IV2014100209440695";"Schor bij Branst (Schelde)";"AL";NA
"IV2014100209440695";"Schor bij Branst (Schelde)";"KH";"15"
"IV2014100209440695";"Schor bij Branst (Schelde)";"SH";"95"
"IV2014100209440695";"Schor bij Branst (Schelde)";"STR";"75"
"IV2014100210040529";"t Stort bij Weert (Schelde)";"KH";"10"
"IV2014100210040529";"t Stort bij Weert (Schelde)";"SH";"95"
"IV2014100210040529";"t Stort bij Weert (Schelde)";"STR";"40"
"IV2014100210181517";"t Stort bij Weert (Schelde)";"KH";"50"
"IV2014100210181517";"t Stort bij Weert (Schelde)";"SH";"95"
"IV2014100210181517";"t Stort bij Weert (Schelde)";"STR";"90"
"IV2014100210295441";"Schor van Mariekerke (Schelde)";"AL";NA
"IV2014100210295441";"Schor van Mariekerke (Schelde)";"KH";"15"
"IV2014100210295441";"Schor van Mariekerke (Schelde)";"SH";"95"
"IV2014100210295441";"Schor van Mariekerke (Schelde)";"STR";"50"
"IV2014100211230864";"Schor van Mariekerke (Schelde)";"AL";NA
"IV2014100211230864";"Schor van Mariekerke (Schelde)";"KH";"15"
"IV2014100211230864";"Schor van Mariekerke (Schelde)";"SH";"95"
"IV2014100211230864";"Schor van Mariekerke (Schelde)";"STR";"50"
"IV2014100211365571";"St-Amandsschoor (Schelde)";"AL";NA
"IV2014100211365571";"St-Amandsschoor (Schelde)";"BH";"7"
"IV2014100211365571";"St-Amandsschoor (Schelde)";"KH";"5"
"IV2014100211365571";"St-Amandsschoor (Schelde)";"MO";NA
"IV2014100211365571";"St-Amandsschoor (Schelde)";"SH";"90"
"IV2014100211365571";"St-Amandsschoor (Schelde)";"STR";"10"
"IV2014100211514971";"St-Amandsschoor (Schelde)";"AL";NA
"IV2014100211514971";"St-Amandsschoor (Schelde)";"BH";NA
"IV2014100211514971";"St-Amandsschoor (Schelde)";"KH";"60"
"IV2014100211514971";"St-Amandsschoor (Schelde)";"SH";"70"
"IV2014100211514971";"St-Amandsschoor (Schelde)";"STR";"1"
"IV2014100212054626";"St-Amandsschoor (Schelde)";"AL";NA
"IV2014100212054626";"St-Amandsschoor (Schelde)";"BH";"45"
"IV2014100212054626";"St-Amandsschoor (Schelde)";"KH";"15"
"IV2014100212054626";"St-Amandsschoor (Schelde)";"SH";"65"
"IV2014100212054626";"St-Amandsschoor (Schelde)";"STR";"30"
"IV2014100608450655";"St-Amandsschoor (Schelde)";"AL";NA
"IV2014100608450655";"St-Amandsschoor (Schelde)";"KH";"1"
"IV2014100608450655";"St-Amandsschoor (Schelde)";"SH";"90"
"IV2014100608450655";"St-Amandsschoor (Schelde)";"STR";"60"
"IV2014100608563115";"Appelschor (Schelde)";"AL";NA
"IV2014100608563115";"Appelschor (Schelde)";"KH";"20"
"IV2014100608563115";"Appelschor (Schelde)";"SH";"80"
"IV2014100608563115";"Appelschor (Schelde)";"STR";"50"
"IV2014100609195535";"Appelschor (Schelde)";"AL";NA
"IV2014100609195535";"Appelschor (Schelde)";"KH";"85"
"IV2014100609195535";"Appelschor (Schelde)";"SH";"50"
"IV2014100609195535";"Appelschor (Schelde)";"STR";"70"
"IV2014100609392228";"Pottelbergschor (Schelde)";"AL";NA
"IV2014100609392228";"Pottelbergschor (Schelde)";"KH";"60"
"IV2014100609392228";"Pottelbergschor (Schelde)";"SH";"60"
"IV2014100609392228";"Pottelbergschor (Schelde)";"STR";"70"
"IV2014100609552068";"Schor van Zele (Schelde)";"AL";NA
"IV2014100609552068";"Schor van Zele (Schelde)";"BH";"40"
"IV2014100609552068";"Schor van Zele (Schelde)";"KH";"70"
"IV2014100609552068";"Schor van Zele (Schelde)";"MO";NA
"IV2014100609552068";"Schor van Zele (Schelde)";"SH";"15"
"IV2014100609552068";"Schor van Zele (Schelde)";"STR";"70"
"IV2014100610371352";"Pottelbergschor (Schelde)";"AL";NA
"IV2014100610371352";"Pottelbergschor (Schelde)";"BH";"5"
"IV2014100610371352";"Pottelbergschor (Schelde)";"KH";"80"
"IV2014100610371352";"Pottelbergschor (Schelde)";"SH";"40"
"IV2014100610371352";"Pottelbergschor (Schelde)";"STR";"70"
"IV2014100611042414";"Schor van Zele (Schelde)";"AL";NA
"IV2014100611042414";"Schor van Zele (Schelde)";"BH";"35"
"IV2014100611042414";"Schor van Zele (Schelde)";"KH";"50"
"IV2014100611042414";"Schor van Zele (Schelde)";"MO";NA
"IV2014100611042414";"Schor van Zele (Schelde)";"SH";"25"
"IV2014100611042414";"Schor van Zele (Schelde)";"STR";"40"
"IV2014100611214378";"Schor van Zele (Schelde)";"AL";NA
"IV2014100611214378";"Schor van Zele (Schelde)";"BH";"60"
"IV2014100611214378";"Schor van Zele (Schelde)";"KH";"85"
"IV2014100611214378";"Schor van Zele (Schelde)";"SH";"15"
"IV2014100611214378";"Schor van Zele (Schelde)";"STR";"15"
"IV2014100611345220";"Groot Schoor van Grembergen (Schelde)";"AL";NA
"IV2014100611345220";"Groot Schoor van Grembergen (Schelde)";"KH";"35"
"IV2014100611345220";"Groot Schoor van Grembergen (Schelde)";"SH";"70"
"IV2014100611345220";"Groot Schoor van Grembergen (Schelde)";"STR";"20"
"IV2014100611504108";"Groot Schoor van Grembergen (Schelde)";"AL";NA
"IV2014100611504108";"Groot Schoor van Grembergen (Schelde)";"KH";"2"
"IV2014100611504108";"Groot Schoor van Grembergen (Schelde)";"SH";"95"
"IV2014100611504108";"Groot Schoor van Grembergen (Schelde)";"STR";"10"
"IV2014100612044593";"Groot Schoor van Grembergen (Schelde)";"AL";NA
"IV2014100612044593";"Groot Schoor van Grembergen (Schelde)";"KH";"30"
"IV2014100612044593";"Groot Schoor van Grembergen (Schelde)";"SH";"80"
"IV2014100612044593";"Groot Schoor van Grembergen (Schelde)";"STR";"10"
"IV2014100615372310";"Schor aan Durmemonding (Schelde)";"KH";"50"
"IV2014100615372310";"Schor aan Durmemonding (Schelde)";"SH";"70"
"IV2014100615372310";"Schor aan Durmemonding (Schelde)";"STR";"30"
"IV2014100615524675";"Schor aan Durmemonding (Schelde)";"BH";"60"
"IV2014100615524675";"Schor aan Durmemonding (Schelde)";"KH";"80"
"IV2014100615524675";"Schor aan Durmemonding (Schelde)";"SH";"7"
"IV2014100615524675";"Schor aan Durmemonding (Schelde)";"STR";"10"
"IV2014100616071246";"De Fles (Schelde)";"AL";NA
"IV2014100616071246";"De Fles (Schelde)";"BH";"70"
"IV2014100616071246";"De Fles (Schelde)";"KH";"60"
"IV2014100616071246";"De Fles (Schelde)";"MO";NA
"IV2014100616071246";"De Fles (Schelde)";"SH";"15"
"IV2014100616071246";"De Fles (Schelde)";"STR";"60"
"IV2014100616283664";"De Fles (Schelde)";"BH";"60"
"IV2014100616283664";"De Fles (Schelde)";"KH";"20"
"IV2014100616283664";"De Fles (Schelde)";"MO";NA
"IV2014100616283664";"De Fles (Schelde)";"SH";"40"
"IV2014100616283664";"De Fles (Schelde)";"STR";"90"
"IV2014100616415137";"De Fles (Schelde)";"BH";"50"
"IV2014100616415137";"De Fles (Schelde)";"KH";"30"
